T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000601	0.000711	0.000064	0.000219	0.000461	0.000201	0.000302	0.000454	0.000216	0.000388
20	0.001097	0.001022	0.000399	0.001044	0.000565	0.000423	0.000690	0.001028	0.000589	0.000510
30	0.001952	0.001771	0.000547	0.000920	0.001788	0.001029	0.000803	0.001904	0.001320	0.000663
40	0.002623	0.001972	0.000839	0.001418	0.001478	0.002034	0.001407	0.002227	0.001809	0.000442
50	0.003670	0.002558	0.001046	0.002438	0.001474	0.002636	0.001582	0.003728	0.002173	0.000948
60	0.003484	0.003907	0.001276	0.002850	0.002141	0.002264	0.001178	0.002673	0.002568	0.001491
70	0.003520	0.003659	0.001282	0.002550	0.002519	0.002636	0.000632	0.002804	0.001820	0.002018
80	0.003193	0.004017	0.002080	0.001645	0.003244	0.002901	0.000955	0.003606	0.001504	0.002026
90	0.003224	0.004128	0.003309	0.001639	0.003552	0.003258	0.001262	0.004478	0.001634	0.002511
100	0.003080	0.003712	0.003622	0.002211	0.004410	0.003424	0.001529	0.003498	0.001844	0.002086
110	0.003114	0.004215	0.003866	0.001981	0.004505	0.004510	0.001625	0.003850	0.002490	0.002927
120	0.003495	0.005178	0.004630	0.001522	0.004050	0.004410	0.001810	0.003046	0.002982	0.003108
130	0.004389	0.004866	0.005955	0.002005	0.003388	0.004200	0.001951	0.004426	0.003324	0.003678
140	0.004996	0.004715	0.006023	0.002627	0.004158	0.004800	0.002771	0.004219	0.002664	0.003205
150	0.007085	0.005611	0.004252	0.002393	0.004022	0.005216	0.004068	0.005362	0.002278	0.004421
160	0.006321	0.006365	0.004771	0.003034	0.003816	0.005861	0.003136	0.007102	0.002650	0.005065
170	0.008094	0.006987	0.004743	0.002864	0.005512	0.007342	0.003919	0.008285	0.002648	0.004756
180	0.006695	0.009205	0.003623	0.004040	0.005271	0.007815	0.004115	0.008993	0.002691	0.004131
190	0.008509	0.008568	0.003777	0.003828	0.004277	0.008196	0.004064	0.009200	0.004087	0.004588
200	0.009131	0.008507	0.004718	0.003775	0.005616	0.008096	0.005134	0.010563	0.005728	0.005090
210	0.006795	0.009332	0.004695	0.004547	0.005163	0.007301	0.006957	0.011558	0.006257	0.006209
220	0.006511	0.007692	0.004723	0.005963	0.004337	0.007737	0.007579	0.011219	0.006782	0.005744
230	0.005773	0.007246	0.004905	0.007569	0.006327	0.007877	0.008383	0.013552	0.007961	0.005265
240	0.003831	0.008829	0.005368	0.008764	0.006467	0.008057	0.007945	0.014425	0.006515	0.004576
250	0.003466	0.008397	0.006131	0.008149	0.007996	0.007857	0.008092	0.015541	0.006674	0.005987
260	0.003382	0.009193	0.006190	0.008194	0.007771	0.007019	0.006654	0.014401	0.008011	0.005167
270	0.003448	0.009644	0.006476	0.009049	0.008434	0.009148	0.007615	0.014119	0.008280	0.004489
280	0.004370	0.012119	0.004455	0.008957	0.007883	0.010931	0.006825	0.015463	0.008699	0.004499
290	0.005079	0.013715	0.003409	0.008796	0.009859	0.014179	0.007781	0.014215	0.010670	0.005263
300	0.003672	0.014586	0.004388	0.008799	0.009523	0.015632	0.005738	0.016249	0.012072	0.006323
310	0.003505	0.015866	0.004752	0.007596	0.009159	0.017477	0.006330	0.013779	0.011215	0.005692
320	0.004853	0.016166	0.004717	0.008719	0.010077	0.017234	0.006587	0.012840	0.010870	0.005039
330	0.005482	0.018718	0.006420	0.008009	0.009389	0.016871	0.006801	0.013699	0.011555	0.004855
340	0.005250	0.016644	0.004786	0.009384	0.010165	0.017168	0.006069	0.014814	0.012709	0.005724
350	0.005314	0.017420	0.005648	0.011690	0.010153	0.016036	0.005325	0.015617	0.012900	0.005857
360	0.007359	0.016555	0.004730	0.011260	0.011033	0.016487	0.005869	0.018237	0.011197	0.006780
370	0.006700	0.016642	0.005324	0.012038	0.011488	0.017814	0.005416	0.020438	0.010437	0.008504
