T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.119222	0.118628	0.117648	0.116975	0.112216	0.113680	0.115465	0.110714	0.114240	0.116448
20	0.112503	0.117601	0.121925	0.122639	0.116648	0.113441	0.115599	0.118954	0.119141	0.113876
30	0.124380	0.120191	0.114544	0.119377	0.115647	0.118380	0.116752	0.120791	0.112256	0.117288
40	0.116676	0.115430	0.120327	0.123765	0.119018	0.115069	0.116520	0.124197	0.114968	0.121382
50	0.116777	0.122330	0.121094	0.120653	0.114747	0.110875	0.118782	0.118452	0.122122	0.121766
60	0.110652	0.121212	0.118278	0.115887	0.115275	0.125227	0.122690	0.117150	0.117271	0.114244
70	0.120217	0.117430	0.119942	0.116971	0.125866	0.119036	0.121134	0.117169	0.115887	0.118900
80	0.113775	0.117355	0.129200	0.116248	0.115691	0.113142	0.118720	0.121029	0.114970	0.119049
90	0.117674	0.116742	0.120151	0.120891	0.115979	0.117744	0.120761	0.115116	0.121870	0.116150
100	0.116988	0.121128	0.115672	0.120217	0.113094	0.121272	0.122123	0.120429	0.119250	0.120246
110	0.112291	0.120802	0.121318	0.116692	0.124180	0.118489	0.115976	0.121542	0.114769	0.121139
120	0.117656	0.115802	0.119576	0.121915	0.114751	0.123409	0.117825	0.119493	0.116899	0.118348
130	0.119601	0.123601	0.119255	0.120610	0.118172	0.118475	0.119443	0.115881	0.119381	0.122337
140	0.121775	0.114799	0.116431	0.117219	0.119478	0.125261	0.113455	0.120969	0.120771	0.119518
150	0.119925	0.112797	0.117182	0.124146	0.112166	0.116390	0.121757	0.117212	0.124754	0.121606
160	0.119725	0.118876	0.119162	0.121507	0.118022	0.125337	0.122426	0.115759	0.123620	0.119698
170	0.117939	0.118936	0.120257	0.120886	0.112504	0.114789	0.110785	0.116207	0.118759	0.116101
180	0.122257	0.114414	0.123799	0.116650	0.119972	0.123620	0.117335	0.122378	0.119630	0.121526
190	0.113736	0.119827	0.126383	0.120124	0.123158	0.120763	0.119456	0.109781	0.125053	0.125679
200	0.119614	0.113012	0.122701	0.121109	0.122127	0.128428	0.118712	0.119334	0.113615	0.127396
210	0.123598	0.118947	0.123789	0.120726	0.119938	0.117353	0.119658	0.115142	0.118131	0.128385
220	0.122223	0.116132	0.122030	0.128323	0.124138	0.123876	0.122199	0.117343	0.123344	0.125691
230	0.128533	0.116145	0.125497	0.122915	0.120295	0.123544	0.122712	0.115357	0.117676	0.128847
240	0.125686	0.122525	0.122468	0.125319	0.124230	0.122438	0.115980	0.117999	0.120221	0.133841
250	0.125672	0.114590	0.125410	0.123629	0.122872	0.120911	0.117352	0.116170	0.112800	0.127936
260	0.117422	0.115409	0.126127	0.121021	0.120329	0.121287	0.123815	0.122146	0.113503	0.131451
270	0.122912	0.118728	0.126483	0.123975	0.116699	0.122618	0.124664	0.113267	0.120409	0.133650
280	0.127447	0.121571	0.127752	0.128505	0.125162	0.127205	0.125103	0.122005	0.125028	0.130708
290	0.131384	0.110006	0.125277	0.129011	0.123086	0.119834	0.120972	0.113669	0.119321	0.131366
300	0.124787	0.114326	0.126692	0.122012	0.122596	0.120210	0.128614	0.115749	0.118686	0.128857
310	0.128863	0.109768	0.123616	0.124359	0.121781	0.122821	0.119334	0.115977	0.117824	0.132513
320	0.123097	0.121831	0.128153	0.127733	0.126172	0.128985	0.126440	0.120616	0.119388	0.130090
330	0.122236	0.113354	0.121229	0.121026	0.125600	0.119788	0.126155	0.114872	0.121673	0.135382
340	0.123168	0.118520	0.131419	0.127184	0.127958	0.120491	0.125481	0.122229	0.119941	0.129884
350	0.130792	0.122825	0.124794	0.126400	0.131500	0.125358	0.127597	0.120912	0.116626	0.128655
360	0.139146	0.115906	0.122770	0.125763	0.128270	0.117568	0.129293	0.118231	0.116910	0.131588
370	0.131119	0.111349	0.118883	0.122409	0.124593	0.125660	0.124126	0.113413	0.113082	0.131777
380	0.136513	0.115670	0.123484	0.122530	0.128907	0.124911	0.130277	0.120031	0.110585	0.123539
390	0.125745	0.117528	0.124895	0.122735	0.120716	0.129678	0.120140	0.120545	0.118774	0.133793
400	0.127638	0.113005	0.125935	0.122483	0.128342	0.123091	0.125139	0.114513	0.127006	0.128997
410	0.129412	0.108370	0.121789	0.120862	0.127520	0.122577	0.125983	0.119335	0.121342	0.120763
420	0.128950	0.118044	0.124156	0.124012	0.128669	0.121777	0.131739	0.111397	0.120307	0.126297
430	0.129738	0.112159	0.125310	0.122126	0.122910	0.121513	0.124361	0.115441	0.128298	0.120769
440	0.123815	0.111644	0.125908	0.122473	0.135712	0.120951	0.123691	0.112591	0.119035	0.130881
450	0.129695	0.118696	0.121873	0.122679	0.123140	0.127057	0.128948	0.122853	0.117583	0.122184
460	0.126892	0.109664	0.115095	0.126983	0.131828	0.132229	0.120119	0.116515	0.120574	0.127736
470	0.127261	0.116055	0.120106	0.122224	0.125388	0.126641	0.124174	0.112349	0.122041	0.127641
480	0.125304	0.117395	0.123205	0.119704	0.131632	0.127132	0.125607	0.111910	0.119376	0.118679
490	0.129607	0.110122	0.126117	0.120780	0.137893	0.124988	0.125302	0.123283	0.117956	0.117971
500	0.130989	0.109905	0.118423	0.115117	0.128088	0.125089	0.122573	0.114418	0.115014	0.122697
