T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.499400	0.496303	0.500699	0.495604	0.502998	0.500999	0.493505	0.503197	0.496503	0.502998
20	0.499600	0.487510	0.502198	0.496303	0.494604	0.490308	0.499500	0.501699	0.498301	0.504796
30	0.499201	0.504297	0.498002	0.498501	0.499500	0.500400	0.497802	0.498601	0.499800	0.502698
40	0.492906	0.505296	0.494504	0.493106	0.493006	0.500500	0.493505	0.497302	0.497402	0.503797
50	0.504596	0.500500	0.499101	0.498601	0.503597	0.502798	0.481615	0.496703	0.512290	0.493405
60	0.495703	0.499600	0.492406	0.497602	0.494005	0.503397	0.498901	0.504796	0.500500	0.502398
70	0.490807	0.495703	0.493305	0.494904	0.494105	0.495903	0.498501	0.492806	0.500500	0.493405
80	0.498801	0.495604	0.506795	0.488709	0.496503	0.497502	0.501699	0.499800	0.507494	0.496303
90	0.508493	0.498701	0.499400	0.491507	0.496503	0.500500	0.498102	0.499301	0.494604	0.507094
100	0.492206	0.493905	0.500000	0.497402	0.494704	0.498501	0.499001	0.494205	0.497802	0.490008
110	0.498201	0.492606	0.501499	0.493605	0.497602	0.485212	0.492806	0.502998	0.497202	0.497402
120	0.487810	0.498201	0.503997	0.501299	0.500999	0.488609	0.502998	0.494504	0.491607	0.501499
130	0.485711	0.497802	0.495504	0.499001	0.496003	0.483014	0.488809	0.504896	0.494604	0.487810
140	0.497202	0.500999	0.503597	0.490508	0.499301	0.487410	0.487910	0.493505	0.501099	0.482314
150	0.492606	0.502498	0.491906	0.490408	0.492306	0.494205	0.488409	0.492006	0.493605	0.478817
160	0.485012	0.497802	0.491307	0.488909	0.490508	0.488909	0.482714	0.489109	0.491507	0.488309
170	0.487810	0.493205	0.495604	0.484512	0.490008	0.479516	0.499900	0.494904	0.486910	0.474720
180	0.482014	0.494205	0.494704	0.488909	0.485711	0.484912	0.497302	0.492206	0.487410	0.474920
190	0.477418	0.494704	0.495404	0.486011	0.502898	0.484812	0.499600	0.485512	0.497702	0.478317
200	0.482814	0.497202	0.496902	0.480216	0.488709	0.489708	0.490608	0.486411	0.489508	0.465328
210	0.482214	0.492606	0.485012	0.477018	0.494105	0.479117	0.487910	0.490008	0.495504	0.445044
220	0.486511	0.486711	0.477618	0.485112	0.487110	0.475220	0.491906	0.484912	0.486211	0.445344
230	0.471023	0.486611	0.478417	0.481115	0.485312	0.464628	0.492106	0.478917	0.491207	0.446443
240	0.464628	0.488110	0.472322	0.469924	0.482714	0.463629	0.483313	0.477618	0.471823	0.437450
250	0.469824	0.485512	0.474420	0.476019	0.488909	0.467426	0.482914	0.478118	0.480715	0.427658
260	0.466627	0.481015	0.470723	0.465028	0.478617	0.461231	0.479017	0.473122	0.485212	0.433953
270	0.459233	0.473221	0.473421	0.459932	0.472922	0.455336	0.470723	0.472022	0.481615	0.425160
280	0.462730	0.489109	0.471123	0.453737	0.472622	0.448042	0.467126	0.475819	0.472822	0.418865
290	0.461431	0.480016	0.457534	0.459732	0.470224	0.448341	0.467826	0.465727	0.479217	0.422362
300	0.456435	0.463829	0.458333	0.444744	0.470823	0.442746	0.452438	0.467626	0.482214	0.403078
310	0.460931	0.460132	0.456035	0.444944	0.473221	0.445943	0.454237	0.465428	0.474121	0.413869
320	0.453937	0.476918	0.452538	0.446942	0.464628	0.437650	0.460631	0.454137	0.481015	0.409273
330	0.447942	0.466227	0.458034	0.443645	0.458034	0.448341	0.465927	0.461131	0.474420	0.396783
340	0.445044	0.454736	0.451239	0.434652	0.455436	0.434353	0.448941	0.452438	0.471323	0.387290
350	0.434752	0.453937	0.451339	0.442046	0.447342	0.432854	0.443046	0.456934	0.465927	0.391886
360	0.428058	0.458633	0.446343	0.434752	0.445943	0.428557	0.435951	0.445843	0.463030	0.387490
370	0.419564	0.460332	0.442646	0.427358	0.453437	0.425959	0.440048	0.444944	0.455635	0.377498
380	0.429556	0.454736	0.449740	0.430655	0.446743	0.420963	0.434153	0.434652	0.455236	0.378197
390	0.413569	0.445444	0.444145	0.420164	0.441447	0.409572	0.433253	0.446843	0.449840	0.373601
400	0.412270	0.452138	0.445244	0.413969	0.437350	0.418265	0.423761	0.433153	0.452738	0.365008
410	0.412270	0.443445	0.429956	0.397782	0.435052	0.412470	0.433153	0.435252	0.443046	0.349920
420	0.410472	0.451239	0.438149	0.398181	0.431555	0.409872	0.428257	0.431855	0.437250	0.352718
430	0.397482	0.435651	0.423062	0.389289	0.421663	0.404676	0.426659	0.433753	0.441047	0.354317
440	0.396083	0.448941	0.426759	0.377398	0.410372	0.415168	0.413469	0.429456	0.437350	0.355016
450	0.379097	0.435452	0.424161	0.369504	0.415368	0.408473	0.401579	0.435951	0.431355	0.337730
460	0.382394	0.431655	0.418965	0.371503	0.406675	0.391187	0.392586	0.427158	0.430955	0.344624
470	0.375000	0.437350	0.414269	0.371303	0.410971	0.389488	0.390188	0.430655	0.433453	0.337630
