T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.500000	0.500000	0.500000	0.500000	0.500000	0.500000	0.500000	0.500000	0.500000	0.500000
20	0.500200	0.500000	0.500000	0.500000	0.499900	0.500000	0.500000	0.500000	0.500000	0.500000
30	0.499900	0.500000	0.500000	0.499900	0.500000	0.500000	0.500000	0.500100	0.500000	0.500000
40	0.500000	0.500100	0.500100	0.500000	0.500100	0.499900	0.500000	0.500000	0.500000	0.500000
50	0.499800	0.500100	0.499900	0.500000	0.500000	0.499800	0.500200	0.500000	0.500100	0.500100
60	0.499800	0.499101	0.500100	0.499900	0.499900	0.499201	0.499800	0.499700	0.499900	0.500000
70	0.498801	0.495404	0.499500	0.498501	0.497702	0.497102	0.497302	0.498801	0.498901	0.498501
80	0.490807	0.476819	0.495803	0.493106	0.489309	0.481914	0.480516	0.487810	0.490308	0.492406
90	0.459333	0.429756	0.472222	0.468325	0.455536	0.442246	0.438649	0.452338	0.462030	0.461431
100	0.404376	0.407874	0.417966	0.422762	0.419365	0.411471	0.403177	0.413969	0.416567	0.418565
110	0.367306	0.387690	0.376699	0.399980	0.415867	0.391886	0.376299	0.395584	0.398981	0.399880
120	0.337730	0.345524	0.345124	0.366107	0.412370	0.358313	0.347622	0.362310	0.368405	0.371103
130	0.330835	0.304357	0.332134	0.337230	0.402678	0.331035	0.333733	0.326938	0.339129	0.339728
140	0.323941	0.279277	0.326239	0.322042	0.377698	0.318046	0.330136	0.304956	0.330835	0.333533
150	0.307754	0.258893	0.314149	0.309652	0.343026	0.299760	0.323941	0.280476	0.324940	0.333233
160	0.282774	0.250600	0.293665	0.285771	0.332234	0.273781	0.310452	0.260292	0.314948	0.333133
170	0.261890	0.250000	0.270883	0.258993	0.330536	0.255895	0.287770	0.250799	0.295663	0.332534
180	0.251599	0.250000	0.254496	0.238909	0.321243	0.250500	0.263589	0.249900	0.270683	0.331735
190	0.250200	0.249900	0.250500	0.222622	0.306855	0.250000	0.251099	0.250000	0.255296	0.329237
