T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	0.004078	0.000000	0.000000	0.000000	0.002886	0.000000	0.000000	0.000000	0.000000	0.000000
30	0.002886	0.000000	0.000000	0.002886	0.000000	0.000000	0.000000	0.002886	0.000000	0.000000
40	0.000000	0.002886	0.002886	0.005775	0.002886	0.002886	0.000000	0.000000	0.000000	0.000000
50	0.005771	0.005000	0.002886	0.000000	0.000000	0.004078	0.004078	0.000000	0.002886	0.002886
60	0.004078	0.010371	0.002886	0.002886	0.006455	0.008127	0.004078	0.004992	0.002886	0.000000
70	0.009930	0.019892	0.008648	0.011082	0.014252	0.015276	0.015848	0.010737	0.009513	0.011810
80	0.028268	0.038464	0.019127	0.024379	0.027885	0.035092	0.036909	0.029467	0.027042	0.024342
90	0.047301	0.037024	0.043725	0.042288	0.041798	0.042181	0.042432	0.043424	0.043103	0.043726
100	0.044624	0.030925	0.050408	0.037261	0.016365	0.025296	0.033566	0.026483	0.032022	0.029525
110	0.041380	0.047017	0.042841	0.033368	0.008127	0.038979	0.041871	0.038911	0.034338	0.033443
120	0.021928	0.054643	0.032578	0.042533	0.018439	0.042929	0.031428	0.046661	0.041368	0.041509
130	0.017857	0.045940	0.017282	0.030987	0.031164	0.027142	0.015809	0.040535	0.024832	0.022195
140	0.026683	0.039806	0.023270	0.029116	0.041604	0.032272	0.016017	0.040349	0.014219	0.004078
150	0.038675	0.025745	0.035102	0.038700	0.028248	0.040898	0.026369	0.040160	0.025425	0.002886
160	0.040731	0.007047	0.041644	0.043820	0.011854	0.037655	0.037214	0.027434	0.034576	0.004078
170	0.029448	0.000000	0.036135	0.038983	0.015020	0.021379	0.041509	0.008127	0.041499	0.009095
180	0.011438	0.000000	0.018839	0.033700	0.029366	0.006437	0.030804	0.002886	0.036019	0.011438
190	0.004078	0.005000	0.006437	0.039164	0.039037	0.000000	0.010352	0.000000	0.020341	0.018028
200	0.000000	0.004078	0.002886	0.040729	0.040619	0.004992	0.004078	0.005000	0.007607	0.026732
210	0.000000	0.004078	0.000000	0.024962	0.027996	0.007607	0.004078	0.004992	0.000000	0.039153
220	0.005000	0.011783	0.000000	0.011082	0.009513	0.011082	0.006449	0.010329	0.000000	0.040800
230	0.007623	0.017388	0.002886	0.008615	0.002886	0.025617	0.012757	0.018640	0.002886	0.030769
