T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000279	0.000699	0.000295	0.000504	0.000549	0.000268	0.000381	0.000171	0.000211	0.000252
20	0.000486	0.000979	0.000691	0.000949	0.001130	0.000399	0.000815	0.000243	0.000487	0.000842
30	0.000947	0.000964	0.001354	0.001443	0.001630	0.001039	0.001246	0.000450	0.000869	0.000862
40	0.001947	0.001459	0.001567	0.002877	0.002296	0.001207	0.001614	0.000778	0.001315	0.001213
50	0.002737	0.001196	0.002623	0.003028	0.002707	0.001618	0.001828	0.001281	0.001744	0.002112
60	0.003472	0.001490	0.003315	0.003446	0.002671	0.002728	0.003118	0.001444	0.001620	0.002371
70	0.004665	0.002159	0.004738	0.004015	0.002878	0.003140	0.003997	0.002257	0.002123	0.002650
80	0.005962	0.003529	0.005660	0.004767	0.003424	0.003353	0.005112	0.002956	0.003276	0.002928
90	0.007223	0.003514	0.006351	0.005496	0.004570	0.003499	0.004882	0.003567	0.003882	0.003319
100	0.009021	0.004052	0.006822	0.005688	0.004393	0.003314	0.005218	0.004290	0.005574	0.002914
110	0.008897	0.005287	0.007468	0.005829	0.005079	0.004221	0.004111	0.005149	0.006662	0.003650
120	0.009600	0.005960	0.008975	0.006304	0.005426	0.003908	0.003889	0.006371	0.008696	0.003847
130	0.010842	0.006159	0.009682	0.008165	0.006422	0.003701	0.004065	0.006573	0.009889	0.003970
140	0.010529	0.007354	0.010119	0.007244	0.006911	0.004231	0.004878	0.008757	0.011388	0.005119
150	0.012704	0.006999	0.010620	0.007482	0.006779	0.005231	0.005103	0.009263	0.011653	0.005353
160	0.013002	0.008794	0.011584	0.007937	0.006841	0.006204	0.005759	0.011345	0.013361	0.005888
170	0.014788	0.009944	0.011842	0.008962	0.008040	0.007082	0.005702	0.011686	0.012998	0.006788
180	0.015651	0.011366	0.012641	0.010705	0.008984	0.007096	0.005570	0.011864	0.014889	0.007267
190	0.015883	0.012385	0.013701	0.010620	0.009578	0.007304	0.006242	0.013630	0.017135	0.007305
200	0.015157	0.011972	0.013937	0.010521	0.010706	0.007152	0.006566	0.014040	0.019440	0.007070
210	0.016547	0.009994	0.014444	0.011149	0.011816	0.007072	0.006642	0.015589	0.020809	0.008110
220	0.016853	0.010293	0.013539	0.011382	0.013505	0.007464	0.007940	0.015155	0.021933	0.008615
230	0.018290	0.011520	0.014019	0.011485	0.015227	0.008173	0.008626	0.014586	0.021209	0.009704
240	0.020041	0.012398	0.014655	0.013016	0.016896	0.008601	0.009178	0.014956	0.022088	0.010364
250	0.019451	0.012976	0.012614	0.012592	0.017970	0.008100	0.010193	0.016216	0.023462	0.011523
260	0.020450	0.015487	0.015051	0.013259	0.019727	0.008557	0.010539	0.017502	0.024054	0.011928
270	0.021096	0.015203	0.016120	0.013968	0.020973	0.009099	0.011043	0.016326	0.023292	0.012718
280	0.021445	0.015225	0.016723	0.014168	0.022571	0.010771	0.012123	0.016965	0.026450	0.014454
290	0.022798	0.014978	0.016777	0.013949	0.024895	0.010424	0.012165	0.017659	0.026139	0.015592
300	0.023137	0.016631	0.016036	0.015638	0.026645	0.011097	0.013753	0.018709	0.026502	0.016461
310	0.023341	0.016343	0.015777	0.016276	0.027821	0.010601	0.015629	0.017978	0.027549	0.017319
320	0.024398	0.019995	0.016236	0.018721	0.030558	0.010857	0.014233	0.018147	0.027890	0.018489
330	0.024944	0.018909	0.015795	0.018384	0.033040	0.010940	0.015711	0.016383	0.028098	0.018391
340	0.024308	0.018273	0.015073	0.020207	0.034636	0.012512	0.015815	0.016393	0.027156	0.019452
350	0.025996	0.019724	0.015604	0.018203	0.036932	0.012207	0.015305	0.017516	0.026142	0.019070
360	0.026979	0.021071	0.015749	0.018253	0.037851	0.013646	0.016622	0.017997	0.029473	0.021573
370	0.027586	0.022849	0.015507	0.019419	0.038764	0.014892	0.017905	0.019392	0.029743	0.022451
380	0.030098	0.025775	0.015143	0.019877	0.039532	0.015425	0.019286	0.020474	0.030435	0.022625
390	0.029772	0.026620	0.017762	0.020310	0.041495	0.017680	0.020417	0.019986	0.027105	0.023120
400	0.030528	0.026629	0.018478	0.020385	0.041197	0.019114	0.020266	0.021492	0.026895	0.024190
410	0.032412	0.027788	0.018778	0.020134	0.041657	0.019501	0.021819	0.021084	0.027215	0.025871
420	0.033294	0.026539	0.018716	0.020133	0.044266	0.019649	0.021682	0.020030	0.025154	0.027070
430	0.034395	0.024823	0.020777	0.021405	0.044932	0.020322	0.021526	0.019874	0.023048	0.028221
440	0.035046	0.028116	0.019030	0.022390	0.045769	0.021785	0.021662	0.021414	0.023545	0.027538
450	0.036098	0.028807	0.020628	0.022472	0.049638	0.022373	0.022551	0.019349	0.022553	0.030350
460	0.037753	0.030134	0.020803	0.022243	0.051451	0.023755	0.022065	0.019443	0.023175	0.030079
470	0.036908	0.030469	0.021300	0.021713	0.055094	0.023712	0.022599	0.019118	0.025398	0.031974
480	0.037938	0.031161	0.021602	0.023964	0.057004	0.024294	0.023105	0.018474	0.026893	0.033492
490	0.036722	0.032171	0.022158	0.023926	0.059506	0.026275	0.024113	0.018033	0.027673	0.035439
500	0.035382	0.032508	0.020607	0.023460	0.060398	0.027361	0.027506	0.016798	0.027433	0.035364
510	0.035514	0.036167	0.021592	0.024446	0.061770	0.029398	0.027859	0.016346	0.029482	0.033725
520	0.035606	0.034522	0.022410	0.025968	0.064285	0.029893	0.030381	0.016288	0.028343	0.030492
530	0.035807	0.038108	0.024409	0.028120	0.061982	0.028479	0.032851	0.016883	0.028415	0.030701
540	0.036395	0.038374	0.025217	0.030425	0.061852	0.028851	0.035362	0.018222	0.028026	0.029505
550	0.036280	0.040555	0.025327	0.031611	0.064236	0.033528	0.037897	0.019260	0.028129	0.029738
560	0.035966	0.042221	0.027596	0.030761	0.068810	0.033926	0.039032	0.022982	0.030801	0.029742
570	0.035425	0.045568	0.029217	0.031919	0.072017	0.036544	0.040956	0.022070	0.033259	0.029715
580	0.036999	0.046996	0.029774	0.032060	0.072356	0.036346	0.041250	0.024470	0.035482	0.030414
590	0.036375	0.045465	0.031494	0.034816	0.074389	0.035967	0.041150	0.026146	0.033914	0.027194
600	0.036866	0.051965	0.032267	0.032154	0.078236	0.038519	0.042946	0.024121	0.033395	0.027174
610	0.035420	0.053550	0.032464	0.034614	0.079035	0.039534	0.042339	0.024671	0.032937	0.027380
620	0.035866	0.053876	0.033443	0.036085	0.080309	0.040984	0.044079	0.024845	0.033038	0.026955
630	0.036603	0.058658	0.034781	0.035027	0.081465	0.043628	0.044323	0.026302	0.032805	0.029906
640	0.037143	0.059741	0.033988	0.034064	0.085155	0.046882	0.045753	0.027109	0.029835	0.029757
650	0.036702	0.068187	0.032433	0.034319	0.085996	0.051721	0.049010	0.026326	0.030642	0.030346
660	0.039067	0.070924	0.032638	0.033403	0.086425	0.051122	0.047653	0.026231	0.029954	0.032894
670	0.039720	0.074618	0.031336	0.033772	0.089548	0.046818	0.046975	0.027066	0.028782	0.032762
680	0.039661	0.076731	0.032296	0.034726	0.090966	0.049781	0.045594	0.026625	0.029564	0.036294
690	0.039048	0.079855	0.029864	0.033898	0.091029	0.051721	0.044793	0.027229	0.029826	0.037950
700	0.036561	0.077448	0.031480	0.034062	0.089735	0.053544	0.045931	0.025932	0.030187	0.038941
710	0.034867	0.082467	0.032428	0.037329	0.091723	0.054091	0.048361	0.026166	0.028633	0.039071
720	0.037243	0.086565	0.031717	0.040980	0.095828	0.057317	0.050242	0.025048	0.028718	0.040470
730	0.040044	0.089846	0.030977	0.040396	0.098653	0.058471	0.052246	0.026126	0.028470	0.039266
740	0.039932	0.095188	0.031177	0.039761	0.100746	0.058359	0.052440	0.026438	0.031437	0.042513
750	0.041712	0.096031	0.031082	0.042427	0.098966	0.060347	0.051557	0.025785	0.033795	0.043235
760	0.041296	0.098628	0.033393	0.046595	0.100444	0.061324	0.053277	0.025359	0.035879	0.046697
770	0.042879	0.100532	0.034632	0.045862	0.097803	0.062518	0.054937	0.025656	0.036786	0.047962
780	0.040860	0.111061	0.034699	0.048441	0.095329	0.065794	0.053784	0.028053	0.037332	0.046277
790	0.042403	0.109448	0.036816	0.049534	0.097115	0.068074	0.053794	0.027324	0.036911	0.047268
800	0.040377	0.113394	0.038576	0.054017	0.099374	0.070455	0.054682	0.026446	0.040193	0.046773
810	0.040394	0.117477	0.038273	0.059372	0.104141	0.075324	0.053715	0.027046	0.040626	0.047026
820	0.040936	0.126656	0.038578	0.063975	0.107759	0.077863	0.054412	0.028895	0.041297	0.047133
830	0.040991	0.130009	0.038727	0.068528	0.106336	0.078867	0.057386	0.030086	0.043907	0.047998
840	0.042308	0.133611	0.039198	0.069342	0.109354	0.084661	0.060740	0.030354	0.046820	0.049405
850	0.041595	0.137140	0.040220	0.072069	0.109159	0.083808	0.063193	0.030516	0.043787	0.053654
860	0.041208	0.142238	0.041636	0.071895	0.111100	0.081120	0.064972	0.028258	0.040896	0.055631
870	0.042724	0.148173	0.043252	0.072217	0.108196	0.082528	0.064917	0.029736	0.039530	0.056368
880	0.044481	0.153446	0.042781	0.076639	0.114307	0.084576	0.066603	0.030793	0.039463	0.059001
890	0.046093	0.152442	0.044236	0.080597	0.118454	0.089605	0.066887	0.029701	0.040463	0.061541
900	0.047729	0.161699	0.045002	0.082909	0.123110	0.093361	0.069452	0.030682	0.042735	0.068071
910	0.050716	0.163332	0.044582	0.080576	0.125704	0.094285	0.074738	0.032395	0.041773	0.068707
920	0.047143	0.165715	0.043844	0.080116	0.129094	0.098390	0.075053	0.032593	0.040914	0.069003
930	0.048001	0.169362	0.042465	0.085184	0.139449	0.106047	0.079164	0.034651	0.042441	0.068384
940	0.048162	0.168883	0.042855	0.088684	0.143215	0.107063	0.080767	0.036184	0.041630	0.076287
