T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.499932	0.500524	0.499906	0.499529	0.500337	0.499980	0.500025	0.500274	0.500136	0.499793
20	0.500116	0.500515	0.499783	0.498996	0.499760	0.499654	0.500020	0.499911	0.499733	0.499815
30	0.500314	0.499890	0.499734	0.498795	0.499863	0.499032	0.499958	0.499977	0.499381	0.499695
40	0.500868	0.499447	0.499911	0.497900	0.499798	0.498618	0.499568	0.499705	0.498690	0.499786
50	0.501826	0.498408	0.500104	0.497386	0.499307	0.497539	0.499358	0.498528	0.498358	0.499454
60	0.501572	0.498467	0.499833	0.496194	0.498658	0.497328	0.498986	0.497257	0.497374	0.499010
70	0.501200	0.497959	0.499044	0.495154	0.498102	0.495100	0.499127	0.497066	0.497178	0.498384
80	0.500713	0.498024	0.498510	0.495161	0.497442	0.493699	0.498270	0.495868	0.496639	0.497079
90	0.499693	0.496505	0.498476	0.492957	0.497361	0.492767	0.496686	0.495566	0.495596	0.496914
100	0.498959	0.496407	0.498293	0.490231	0.497051	0.491452	0.495844	0.493484	0.494896	0.497482
110	0.498809	0.495748	0.496650	0.488407	0.495806	0.489293	0.493663	0.493051	0.494360	0.496481
120	0.498483	0.494131	0.495698	0.487310	0.495271	0.487945	0.491736	0.492256	0.493367	0.496522
130	0.497479	0.494097	0.494656	0.485840	0.494674	0.486842	0.492149	0.492230	0.492322	0.496293
140	0.496933	0.492834	0.493736	0.487354	0.493823	0.484051	0.492696	0.491135	0.490682	0.494961
150	0.496620	0.489797	0.493344	0.484653	0.493867	0.481145	0.491853	0.490895	0.487806	0.492396
160	0.494557	0.489936	0.491903	0.481589	0.494034	0.478209	0.488042	0.487825	0.486793	0.491260
170	0.492654	0.487283	0.490091	0.477200	0.492577	0.472425	0.483424	0.485976	0.485947	0.489875
180	0.491690	0.485176	0.487724	0.471572	0.490769	0.471432	0.481241	0.484594	0.483174	0.488984
190	0.489206	0.483060	0.486019	0.466067	0.488487	0.467111	0.475397	0.482818	0.481986	0.487770
200	0.487083	0.480796	0.483867	0.461464	0.486806	0.460338	0.470350	0.480251	0.478194	0.485553
210	0.484696	0.477820	0.483455	0.453530	0.484565	0.455831	0.461552	0.478344	0.477590	0.483394
220	0.483715	0.475469	0.482515	0.450206	0.480553	0.453705	0.456768	0.473183	0.475301	0.480835
230	0.482819	0.471593	0.482056	0.442599	0.475737	0.449233	0.449354	0.471434	0.473685	0.478134
240	0.481192	0.471538	0.479696	0.435674	0.473619	0.443963	0.441987	0.467726	0.471792	0.475373
250	0.478460	0.467890	0.477714	0.425977	0.469159	0.438687	0.433413	0.464424	0.467592	0.469664
260	0.474304	0.464275	0.476692	0.419285	0.465767	0.436474	0.424001	0.460041	0.465030	0.466565
270	0.472004	0.460204	0.474262	0.410653	0.461177	0.434044	0.420700	0.454411	0.460297	0.462404
280	0.466161	0.456500	0.470514	0.409529	0.456033	0.425688	0.412763	0.449129	0.458369	0.457345
290	0.462078	0.452694	0.463759	0.400448	0.450365	0.419176	0.409366	0.443977	0.453284	0.450115
300	0.458444	0.446468	0.460992	0.395488	0.444806	0.414098	0.401720	0.438691	0.448809	0.443145
310	0.455463	0.441405	0.456491	0.388089	0.439676	0.401203	0.397005	0.432904	0.444721	0.438965
320	0.448663	0.433917	0.454085	0.384069	0.435001	0.394061	0.387827	0.424842	0.438464	0.435598
330	0.443945	0.427604	0.449005	0.380580	0.429352	0.386517	0.383985	0.416939	0.434385	0.425218
340	0.440793	0.420176	0.447338	0.374023	0.422149	0.381681	0.378658	0.411461	0.430165	0.420210
350	0.436368	0.414249	0.437677	0.361522	0.416842	0.375028	0.372452	0.407616	0.425395	0.412652
360	0.430202	0.407482	0.431451	0.356170	0.414105	0.372084	0.368955	0.405871	0.422686	0.403890
370	0.425459	0.403329	0.427765	0.355178	0.411380	0.365339	0.367919	0.404780	0.416828	0.397769
380	0.420805	0.396693	0.424331	0.350650	0.409832	0.362795	0.363211	0.398894	0.409459	0.386997
390	0.415750	0.396822	0.418653	0.343189	0.401185	0.355701	0.351152	0.394232	0.402980	0.378710
400	0.411409	0.393726	0.412388	0.337282	0.392439	0.350345	0.343977	0.392828	0.394471	0.370158
410	0.408268	0.387770	0.407295	0.333690	0.387326	0.344673	0.340541	0.386140	0.392953	0.364646
420	0.399411	0.382920	0.403858	0.330144	0.381499	0.345195	0.334382	0.381348	0.388760	0.357474
430	0.392687	0.378608	0.397560	0.326219	0.377170	0.339365	0.330739	0.376731	0.382921	0.355530
440	0.385140	0.371453	0.391698	0.326967	0.376351	0.330477	0.325512	0.374778	0.379496	0.351194
450	0.379836	0.366400	0.383161	0.322202	0.370782	0.322538	0.324170	0.371093	0.371724	0.348052
460	0.376434	0.359680	0.375470	0.321104	0.368671	0.318103	0.321051	0.367827	0.368839	0.344378
470	0.372776	0.355571	0.374508	0.314606	0.364158	0.312789	0.317710	0.364697	0.368925	0.339725
480	0.363165	0.349834	0.373327	0.311897	0.361942	0.311761	0.307511	0.361343	0.364816	0.336516
490	0.361523	0.343923	0.367643	0.310018	0.358653	0.310067	0.300735	0.357669	0.362241	0.335296
500	0.357187	0.339859	0.367291	0.306562	0.354308	0.308621	0.296757	0.352948	0.357375	0.330647
510	0.352174	0.333921	0.365872	0.309482	0.350348	0.306223	0.289603	0.349554	0.357664	0.326852
520	0.348222	0.332859	0.359641	0.307933	0.349991	0.305385	0.286531	0.345350	0.356325	0.323305
530	0.341219	0.333277	0.357155	0.305876	0.348087	0.303038	0.285898	0.343882	0.349572	0.320653
540	0.339028	0.326942	0.357776	0.303519	0.345110	0.303326	0.285383	0.344832	0.342312	0.316922
550	0.337096	0.324378	0.353149	0.301526	0.341501	0.301038	0.284866	0.343648	0.340114	0.315666
560	0.331931	0.323048	0.349076	0.296710	0.338553	0.299072	0.282383	0.342870	0.338048	0.311644
570	0.323677	0.324607	0.347585	0.292846	0.334275	0.297193	0.284181	0.340140	0.335457	0.308786
580	0.318340	0.321525	0.344861	0.290277	0.331017	0.296297	0.283248	0.335714	0.332988	0.305059
590	0.319450	0.320732	0.342253	0.291229	0.329209	0.295720	0.278375	0.334596	0.329878	0.300354
600	0.317215	0.314480	0.341497	0.290405	0.329457	0.294576	0.276053	0.331803	0.329507	0.298318
610	0.312839	0.312573	0.334510	0.287932	0.325919	0.292014	0.276968	0.328575	0.327067	0.295316
620	0.308676	0.308741	0.330607	0.287731	0.325510	0.289832	0.277210	0.325112	0.326541	0.293524
630	0.303607	0.303908	0.331276	0.286484	0.325931	0.289908	0.276228	0.325140	0.322348	0.292152
640	0.304250	0.299316	0.327694	0.282836	0.320185	0.287411	0.275607	0.323582	0.319328	0.289797
650	0.302912	0.291777	0.324850	0.279311	0.320400	0.286243	0.276970	0.318943	0.318148	0.289255
660	0.300182	0.290490	0.323556	0.276363	0.317293	0.282479	0.273880	0.320484	0.317187	0.290424
670	0.298865	0.287103	0.321832	0.277246	0.313490	0.282402	0.270748	0.320727	0.313012	0.287813
680	0.299141	0.284654	0.323207	0.276018	0.311522	0.276536	0.269574	0.319417	0.311324	0.286758
690	0.296274	0.283630	0.322863	0.277178	0.308964	0.275632	0.267621	0.320166	0.309878	0.285353
700	0.296758	0.284209	0.318926	0.275942	0.307721	0.273621	0.267133	0.316048	0.307704	0.284963
710	0.294291	0.282280	0.321154	0.273144	0.302467	0.271197	0.267615	0.314787	0.303742	0.282460
720	0.292999	0.281262	0.316992	0.272045	0.301037	0.267773	0.265977	0.312482	0.300044	0.281746
730	0.288130	0.281434	0.315987	0.269133	0.300360	0.262616	0.266067	0.313724	0.295825	0.281176
740	0.283294	0.280927	0.314015	0.270125	0.296562	0.261321	0.264791	0.314661	0.294082	0.281532
750	0.281816	0.277114	0.310548	0.267544	0.292077	0.258362	0.263394	0.314692	0.298300	0.282188
760	0.280168	0.273678	0.308216	0.269447	0.290183	0.259278	0.262589	0.313969	0.299603	0.282940
770	0.278770	0.272031	0.308713	0.266103	0.286642	0.255678	0.260054	0.313158	0.301642	0.282057
780	0.275954	0.270840	0.303833	0.266569	0.282186	0.251364	0.256728	0.312122	0.300797	0.281456
790	0.272421	0.273037	0.304876	0.265947	0.283316	0.251110	0.254685	0.312513	0.299866	0.281375
800	0.271738	0.269805	0.303920	0.265469	0.282540	0.247119	0.254035	0.311411	0.298723	0.280162
810	0.272474	0.265453	0.302758	0.265847	0.279945	0.242648	0.254288	0.306837	0.296685	0.279629
820	0.270818	0.262541	0.299857	0.260884	0.276784	0.240557	0.255187	0.304575	0.295186	0.280586
830	0.267892	0.257927	0.297864	0.260042	0.277548	0.240649	0.253817	0.303904	0.296228	0.280871
840	0.266932	0.256429	0.295398	0.258611	0.277160	0.234432	0.254902	0.303879	0.295230	0.281115
850	0.265281	0.254956	0.296020	0.257377	0.275148	0.235291	0.254051	0.301774	0.291907	0.280477
860	0.260813	0.252648	0.293904	0.255030	0.276912	0.231844	0.251858	0.300855	0.289171	0.281098
870	0.258936	0.248859	0.292766	0.254196	0.274754	0.227322	0.251810	0.298594	0.286614	0.280761
880	0.256656	0.246837	0.290688	0.252899	0.272011	0.224546	0.251521	0.297772	0.284686	0.281844
890	0.254603	0.246100	0.290789	0.250915	0.267852	0.222769	0.252717	0.298904	0.289047	0.279309
900	0.251870	0.243451	0.289281	0.249410	0.269065	0.223081	0.251500	0.297723	0.288328	0.279575
910	0.251216	0.241914	0.289237	0.248531	0.267375	0.223689	0.250584	0.298382	0.285014	0.279911
920	0.250237	0.243108	0.288384	0.247086	0.266904	0.218073	0.250106	0.295861	0.282524	0.278186
930	0.247759	0.241062	0.286904	0.247272	0.267903	0.219738	0.249105	0.294147	0.280832	0.278652
940	0.244379	0.236742	0.285642	0.244327	0.266075	0.216224	0.249455	0.291673	0.278677	0.278500
950	0.240438	0.236440	0.284202	0.242518	0.266759	0.212681	0.247105	0.291044	0.279266	0.278853
960	0.237622	0.233981	0.284132	0.241459	0.262858	0.214670	0.248805	0.291858	0.273542	0.276779
970	0.234581	0.233933	0.282771	0.243269	0.260635	0.212601	0.247676	0.291682	0.276427	0.279510
980	0.236128	0.229729	0.282865	0.240379	0.255514	0.213458	0.248025	0.289572	0.274121	0.277993
990	0.234153	0.224637	0.283823	0.240489	0.251821	0.209698	0.247961	0.289447	0.274709	0.275710
1000	0.231528	0.223388	0.283806	0.236297	0.248734	0.204852	0.247576	0.288650	0.274469	0.274927
1010	0.231623	0.220366	0.284012	0.236855	0.245264	0.201058	0.246016	0.288016	0.270710	0.275482
