T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000295	0.000309	0.000474	0.000408	0.000460	0.000468	0.000453	0.000466	0.000451	0.000354
20	0.000669	0.000671	0.001003	0.000796	0.000889	0.001158	0.000779	0.000737	0.000965	0.000739
30	0.001009	0.001097	0.001245	0.001460	0.001237	0.001401	0.001178	0.001094	0.001553	0.001122
40	0.001583	0.001502	0.001853	0.001840	0.001705	0.001891	0.001498	0.001586	0.001877	0.001201
50	0.002194	0.002299	0.002402	0.002166	0.001692	0.002273	0.001870	0.001860	0.002162	0.001500
60	0.002754	0.002818	0.002843	0.002603	0.002006	0.002404	0.002411	0.002203	0.002582	0.001854
70	0.002465	0.003854	0.003404	0.003297	0.002376	0.003271	0.002793	0.002537	0.003188	0.002051
80	0.002917	0.004090	0.003531	0.003418	0.002906	0.003868	0.002914	0.002475	0.003700	0.002350
90	0.003480	0.004704	0.003741	0.003923	0.003308	0.004127	0.003815	0.002934	0.003802	0.002612
100	0.003159	0.004482	0.004710	0.004354	0.003801	0.005116	0.004149	0.003668	0.004181	0.002619
110	0.003435	0.005353	0.004742	0.004713	0.004422	0.005769	0.004827	0.004534	0.003937	0.003064
120	0.003712	0.005821	0.004655	0.004581	0.004796	0.006324	0.005777	0.004472	0.004282	0.003925
130	0.003738	0.005580	0.004778	0.004556	0.004854	0.006457	0.006542	0.004662	0.004770	0.004729
140	0.003931	0.005411	0.004249	0.004539	0.005536	0.006724	0.007067	0.005488	0.005008	0.004935
150	0.003879	0.005263	0.003523	0.004768	0.006524	0.006592	0.007185	0.005405	0.004750	0.005189
160	0.003852	0.004626	0.002599	0.004849	0.006222	0.006625	0.007345	0.005710	0.004289	0.005636
170	0.003614	0.003906	0.002142	0.004822	0.006686	0.005601	0.007374	0.005198	0.003862	0.005253
180	0.003741	0.003945	0.001828	0.004520	0.006089	0.005037	0.005960	0.005214	0.003143	0.004944
190	0.003876	0.003871	0.001685	0.004464	0.005916	0.004516	0.005324	0.005765	0.002954	0.004554
200	0.003577	0.003169	0.001675	0.004002	0.006424	0.003566	0.004403	0.005307	0.002618	0.003820
210	0.003451	0.002935	0.001627	0.003610	0.006063	0.002591	0.003714	0.004860	0.002141	0.003507
220	0.003519	0.002448	0.001412	0.002738	0.004659	0.002247	0.003481	0.004489	0.001673	0.003070
230	0.003620	0.002154	0.001495	0.002422	0.004126	0.002129	0.002987	0.004015	0.001493	0.002749
240	0.003627	0.002009	0.001478	0.002339	0.003134	0.001936	0.002500	0.004006	0.001632	0.002425
250	0.003775	0.002083	0.001547	0.002146	0.002287	0.001650	0.002352	0.003827	0.001685	0.002243
260	0.003765	0.001844	0.001504	0.001887	0.001885	0.001618	0.002285	0.003308	0.001803	0.001955
