T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.177617	0.177532	0.177483	0.173518	0.172985	0.174492	0.173415	0.175845	0.180089	0.175191
20	0.176490	0.177313	0.175365	0.173307	0.170985	0.174955	0.167505	0.177000	0.178790	0.176933
30	0.178423	0.175367	0.173699	0.172334	0.176209	0.177440	0.175946	0.178394	0.178563	0.172934
40	0.176413	0.175593	0.174464	0.175755	0.178185	0.177427	0.172783	0.179318	0.169368	0.172279
50	0.176031	0.174585	0.174066	0.172360	0.171640	0.178003	0.176598	0.174779	0.175430	0.174187
60	0.171030	0.178512	0.173638	0.175452	0.175406	0.172684	0.171996	0.174111	0.176825	0.177774
70	0.175700	0.182579	0.178944	0.178625	0.172023	0.174406	0.177443	0.176014	0.174976	0.179902
80	0.176975	0.172985	0.181242	0.175292	0.181585	0.171961	0.180401	0.171413	0.177406	0.175881
90	0.174146	0.177133	0.183155	0.177216	0.175609	0.179225	0.170644	0.174091	0.175386	0.172985
100	0.171869	0.173321	0.172921	0.184497	0.177670	0.175564	0.176020	0.177095	0.174403	0.176650
110	0.175140	0.172234	0.176021	0.176159	0.173888	0.177290	0.174887	0.178178	0.175971	0.178913
120	0.173497	0.171749	0.173766	0.176085	0.174132	0.176955	0.167076	0.169927	0.178555	0.174889
130	0.177348	0.183491	0.173718	0.171895	0.168906	0.173191	0.170273	0.173967	0.174067	0.178153
140	0.177441	0.176045	0.176743	0.171812	0.168887	0.177856	0.175952	0.169763	0.178044	0.172461
150	0.178004	0.178237	0.170700	0.168549	0.177227	0.176666	0.177159	0.175613	0.177137	0.177148
160	0.176709	0.173058	0.161148	0.171960	0.173655	0.171404	0.176489	0.170696	0.175367	0.170525
170	0.174239	0.174965	0.160813	0.170524	0.174871	0.167229	0.173290	0.172421	0.169100	0.178998
180	0.169185	0.161969	0.152361	0.173919	0.167069	0.174269	0.172199	0.172679	0.165513	0.164050
190	0.170980	0.167807	0.142846	0.170633	0.178881	0.165700	0.163911	0.175371	0.168874	0.167695
200	0.166248	0.159102	0.137915	0.169993	0.162703	0.166497	0.168262	0.167308	0.160338	0.163305
210	0.159986	0.158661	0.129798	0.166014	0.165961	0.162831	0.167979	0.167764	0.158851	0.161009
220	0.156709	0.164007	0.135444	0.167286	0.164273	0.156630	0.164316	0.163145	0.147734	0.156952
230	0.150507	0.167394	0.128262	0.160532	0.163055	0.152072	0.158594	0.167906	0.139336	0.150071
240	0.142441	0.162106	0.121427	0.159911	0.159251	0.146178	0.154864	0.163620	0.132110	0.144501
250	0.139143	0.157201	0.116195	0.152822	0.149340	0.146775	0.153275	0.166271	0.125789	0.139484
