essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.888889,36,0.0415726,0.0409468,0.5732744,0.1343572,0.1155434,0.0456888
0.944444,36,0.0601668,0.0452646,0.4561984,0.1222928,0.1515574,0.0445954
1,36,0.0885756,0.0508454,0.3839124,0.1218062,0.1904202,0.0438672
0.5,40,0.003854,0.0176328,0.0722748,0.0837274,0.0075334,0.031591
0.555556,40,0.0043146,0.0188762,0.0780456,0.0856108,0.0084738,0.0334332
0.611111,40,0.0064026,0.0225886,0.0656754,0.0810904,0.01104,0.0365422
0.666667,40,0.0098852,0.0279758,0.063589,0.079228,0.016236,0.0430638
0.722222,40,0.0354436,0.049074,0.0389856,0.0661198,0.0464898,0.0613094
0.777778,40,0.0985846,0.0619194,0.0374908,0.064725,0.1200986,0.0758016
0.833333,40,0.0283918,0.035226,0.6532122,0.1457516,0.0848622,0.0457748
0.888889,40,0.0413328,0.040501,0.5362254,0.1301682,0.1156202,0.0451162
0.944444,40,0.0622962,0.0465348,0.4588364,0.128497,0.1496208,0.0442044
1,40,0.0988312,0.0519696,0.5672058,0.1119458,0.1778092,0.043831
