T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.500044	0.499752	0.500098	0.500482	0.499199	0.499921	0.500409	0.500601	0.500221	0.499810
20	0.500351	0.498769	0.500026	0.500068	0.500119	0.499813	0.500616	0.499326	0.499977	0.498882
30	0.499557	0.497843	0.499777	0.499931	0.499697	0.500032	0.500380	0.498977	0.500226	0.497375
40	0.500018	0.498020	0.499746	0.500118	0.499539	0.499753	0.501672	0.498738	0.500045	0.495732
50	0.498807	0.496837	0.499130	0.498971	0.499296	0.500178	0.501384	0.497966	0.497200	0.494582
60	0.498192	0.498459	0.499019	0.498176	0.499866	0.500206	0.501360	0.497323	0.495053	0.492679
70	0.496493	0.498360	0.500598	0.498620	0.497216	0.500160	0.501194	0.495678	0.492646	0.491424
80	0.495847	0.497084	0.498093	0.498719	0.497264	0.500354	0.501115	0.496418	0.489734	0.490922
90	0.494721	0.494683	0.497046	0.498372	0.495870	0.499297	0.500342	0.493410	0.487837	0.489730
100	0.489433	0.492959	0.496445	0.498111	0.495278	0.497467	0.500259	0.493187	0.484488	0.485113
110	0.484722	0.490110	0.495259	0.498253	0.493981	0.495045	0.500558	0.491289	0.482903	0.480059
120	0.484663	0.489900	0.494146	0.497463	0.490631	0.490157	0.498175	0.487458	0.476440	0.472441
130	0.482472	0.484787	0.490824	0.497670	0.484752	0.483694	0.495250	0.478869	0.471825	0.466624
140	0.479348	0.483519	0.488054	0.495826	0.483518	0.476390	0.494757	0.471152	0.464044	0.454775
150	0.477118	0.477223	0.488650	0.494931	0.479089	0.470496	0.491536	0.475135	0.454020	0.439647
160	0.477205	0.467845	0.486000	0.491664	0.471129	0.465305	0.487073	0.470423	0.449766	0.432614
170	0.474776	0.468235	0.484736	0.489890	0.462329	0.465021	0.479847	0.459437	0.435712	0.421636
180	0.470882	0.467535	0.482648	0.489014	0.450825	0.457536	0.474388	0.455894	0.422547	0.405331
190	0.466679	0.463384	0.480878	0.487920	0.444760	0.449806	0.466829	0.453826	0.416813	0.391224
200	0.456496	0.450458	0.479945	0.486339	0.439825	0.444075	0.455826	0.447714	0.416612	0.377649
210	0.446045	0.440626	0.476135	0.487880	0.431443	0.437373	0.457006	0.444080	0.406864	0.363063
220	0.438426	0.433267	0.472892	0.484520	0.418256	0.436713	0.451170	0.434509	0.393284	0.350573
230	0.426152	0.424175	0.472721	0.478766	0.404654	0.433062	0.445074	0.422892	0.384878	0.327491
240	0.417609	0.414561	0.469843	0.474965	0.400675	0.420945	0.437505	0.425549	0.368581	0.299896
250	0.402595	0.411520	0.464980	0.472174	0.389610	0.411353	0.427082	0.420849	0.360341	0.278487
260	0.397724	0.404178	0.460729	0.471825	0.374511	0.397273	0.416997	0.408205	0.347971	0.250724
270	0.387098	0.389824	0.456898	0.467800	0.364231	0.394644	0.408031	0.401881	0.338554	0.246558
280	0.379729	0.383380	0.456223	0.464803	0.355163	0.384532	0.396667	0.393508	0.328778	0.235592
290	0.377287	0.367893	0.453357	0.462153	0.344910	0.375293	0.388835	0.387123	0.309112	0.232388
300	0.371382	0.356943	0.450024	0.463939	0.338420	0.367422	0.377019	0.378092	0.308028	0.218265
310	0.364027	0.344850	0.449709	0.458129	0.326389	0.364223	0.356173	0.371127	0.288586	0.201022
320	0.353364	0.332215	0.444452	0.446073	0.318445	0.354270	0.347480	0.372941	0.282120	0.185418
330	0.343741	0.327285	0.434746	0.438655	0.307996	0.349442	0.341929	0.364873	0.277581	0.173805
340	0.336827	0.317827	0.429568	0.431216	0.308549	0.347750	0.338039	0.360508	0.274033	0.162050
350	0.326412	0.309909	0.424915	0.419795	0.303352	0.341222	0.327473	0.350804	0.266431	0.151613
360	0.315002	0.305898	0.417561	0.412550	0.296227	0.340009	0.324118	0.340732	0.260286	0.140918
370	0.307654	0.299771	0.413631	0.399987	0.290237	0.335465	0.315888	0.338937	0.255344	0.141573
380	0.300047	0.293889	0.407217	0.398132	0.284436	0.333350	0.310067	0.337063	0.249101	0.137487
390	0.298983	0.290139	0.403809	0.393102	0.289272	0.331984	0.301003	0.335152	0.238574	0.135596
400	0.292357	0.288202	0.401677	0.389845	0.284836	0.321961	0.300111	0.325131	0.233287	0.139523
410	0.289368	0.282178	0.383858	0.382779	0.282246	0.320480	0.296784	0.322395	0.230398	0.138960
420	0.278661	0.278959	0.374920	0.374700	0.277161	0.321010	0.291244	0.319213	0.224012	0.128005
430	0.274985	0.273177	0.369299	0.368199	0.276350	0.319686	0.287592	0.318518	0.221659	0.128511
440	0.274050	0.268932	0.369371	0.364051	0.276926	0.317225	0.289015	0.313216	0.217322	0.127296
450	0.274443	0.267934	0.362378	0.360051	0.262811	0.315990	0.289060	0.308771	0.214511	0.131898
460	0.271812	0.261175	0.360397	0.359919	0.261096	0.315395	0.285937	0.304369	0.216342	0.137049
470	0.269954	0.260266	0.350303	0.356612	0.255894	0.312406	0.288566	0.303381	0.211481	0.135046
480	0.264698	0.257207	0.345295	0.358985	0.257164	0.312374	0.286969	0.297785	0.207261	0.133375
490	0.263429	0.252001	0.337910	0.354656	0.251413	0.307012	0.283445	0.298040	0.209174	0.136575
500	0.261092	0.248511	0.326812	0.354887	0.242374	0.302373	0.282531	0.295012	0.204380	0.132105
510	0.255768	0.243618	0.299856	0.351348	0.242985	0.301129	0.281109	0.293318	0.200042	0.128562
520	0.254499	0.240437	0.296079	0.352675	0.236693	0.297545	0.275168	0.290336	0.201006	0.120022
530	0.252768	0.239161	0.284369	0.349821	0.237568	0.295973	0.271317	0.290212	0.196974	0.108889
540	0.254592	0.240982	0.246677	0.346925	0.237692	0.292783	0.273214	0.291723	0.195693	0.110779
550	0.253223	0.236855	0.241814	0.345765	0.236924	0.288429	0.265386	0.292299	0.200052	0.109247
560	0.252094	0.236261	0.221257	0.345793	0.230960	0.284269	0.264718	0.291048	0.193686	0.106627
