T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.495607	0.497204	0.494209	0.503694	0.500998	0.506390	0.501597	0.501398	0.504892	0.495707
20	0.500499	0.508786	0.500499	0.499101	0.492312	0.497804	0.497604	0.503494	0.501098	0.494209
30	0.498303	0.492812	0.499601	0.503994	0.496206	0.498502	0.496006	0.499700	0.500399	0.503395
40	0.494708	0.501398	0.499900	0.506689	0.503594	0.495008	0.504992	0.495707	0.501997	0.487819
50	0.497105	0.507788	0.496106	0.499002	0.497404	0.494010	0.493710	0.498103	0.505691	0.499800
60	0.493810	0.491514	0.497604	0.494109	0.493610	0.499601	0.497204	0.502596	0.503395	0.500000
70	0.498403	0.496705	0.499700	0.501398	0.498003	0.494010	0.499002	0.494808	0.500899	0.497304
80	0.498802	0.491514	0.492212	0.498702	0.498802	0.500399	0.502296	0.493411	0.489117	0.497704
90	0.494609	0.482528	0.488918	0.494509	0.490116	0.498702	0.501398	0.499002	0.490216	0.496805
100	0.495208	0.472344	0.496206	0.500399	0.492312	0.497005	0.492512	0.502396	0.488119	0.498003
110	0.476937	0.461861	0.497604	0.492911	0.479333	0.493211	0.495907	0.491713	0.488319	0.486222
120	0.492612	0.465655	0.490216	0.494808	0.485423	0.494010	0.496605	0.493311	0.490515	0.492212
130	0.470447	0.447883	0.494010	0.476637	0.473842	0.497704	0.481330	0.484724	0.491014	0.491014
140	0.471246	0.443990	0.488818	0.478035	0.461661	0.484125	0.490515	0.483926	0.488219	0.491014
150	0.467752	0.418131	0.478734	0.476737	0.459365	0.482029	0.484724	0.476937	0.492612	0.487819
160	0.456470	0.393171	0.477236	0.467752	0.447384	0.482228	0.479233	0.458966	0.479433	0.495108
170	0.427316	0.377596	0.474840	0.437300	0.432208	0.480431	0.465455	0.469149	0.477037	0.492013
180	0.412240	0.342851	0.463958	0.415236	0.413139	0.470148	0.452676	0.458367	0.474441	0.491414
190	0.389776	0.323283	0.456470	0.393670	0.390375	0.480331	0.447284	0.457468	0.462061	0.476538
200	0.362520	0.299421	0.433407	0.363419	0.367812	0.468251	0.426218	0.450879	0.449381	0.468251
210	0.341254	0.276957	0.424820	0.302815	0.356729	0.460064	0.409345	0.442093	0.443590	0.460763
220	0.310403	0.272165	0.403654	0.274461	0.338658	0.450978	0.398762	0.429613	0.441893	0.451478
230	0.291833	0.245407	0.390775	0.244209	0.317292	0.435903	0.386382	0.412141	0.423323	0.444289
240	0.268770	0.235823	0.378694	0.203075	0.306909	0.421026	0.360823	0.405950	0.410743	0.432009
250	0.261681	0.238718	0.353934	0.177815	0.292632	0.424920	0.357328	0.380491	0.413738	0.413139
260	0.249002	0.229732	0.345946	0.163239	0.279253	0.406250	0.347045	0.381889	0.407348	0.410743
270	0.237919	0.219050	0.334065	0.141973	0.264577	0.402356	0.328674	0.358327	0.394569	0.400559
280	0.230731	0.222145	0.315895	0.125300	0.263279	0.385284	0.307808	0.341554	0.387879	0.383986
290	0.218950	0.214856	0.296026	0.117412	0.255591	0.367812	0.295427	0.338958	0.386082	0.369109
300	0.223742	0.207069	0.272564	0.104133	0.252196	0.348043	0.293530	0.324980	0.374401	0.359625
310	0.217752	0.205471	0.263079	0.097544	0.238219	0.336562	0.284345	0.319089	0.369309	0.337760
320	0.206869	0.200679	0.253095	0.093550	0.238918	0.323383	0.282348	0.314497	0.354133	0.334165
330	0.208566	0.198882	0.234625	0.086562	0.235723	0.317592	0.287041	0.307208	0.350339	0.321286
340	0.200879	0.191194	0.218251	0.088558	0.226737	0.301318	0.282448	0.310004	0.353035	0.312300
350	0.193990	0.203075	0.209665	0.081170	0.228834	0.300919	0.271166	0.300619	0.340156	0.302416
360	0.190196	0.198882	0.193191	0.067991	0.216953	0.286342	0.275359	0.293131	0.338758	0.292133
370	0.188498	0.188099	0.177516	0.071086	0.208866	0.282548	0.270268	0.291134	0.322384	0.284245
380	0.191693	0.185004	0.171625	0.070487	0.205272	0.272963	0.261182	0.284944	0.319888	0.273762
390	0.186402	0.180012	0.163039	0.067891	0.198582	0.276258	0.256290	0.289137	0.319888	0.270767
400	0.184704	0.188498	0.159145	0.062600	0.195687	0.263478	0.262580	0.276558	0.308407	0.268071
410	0.189796	0.182208	0.136382	0.065895	0.203075	0.264477	0.260982	0.285044	0.308606	0.262380
420	0.183007	0.176218	0.124002	0.057508	0.196086	0.261881	0.255691	0.280851	0.290635	0.266074
430	0.180212	0.178015	0.125799	0.066494	0.191094	0.245108	0.243111	0.286641	0.284744	0.267472
440	0.173822	0.178614	0.120008	0.066693	0.172724	0.237919	0.249700	0.277656	0.278255	0.265775
450	0.171625	0.171226	0.115216	0.062001	0.158347	0.225140	0.242712	0.283147	0.256390	0.252496
460	0.169629	0.176717	0.110024	0.061102	0.161542	0.214657	0.238718	0.279054	0.256889	0.252895
470	0.168331	0.166434	0.102935	0.062700	0.147264	0.206869	0.230931	0.270867	0.252796	0.247804
480	0.161042	0.164736	0.099141	0.062800	0.155152	0.211462	0.231030	0.261981	0.240116	0.246705
490	0.157947	0.161542	0.100639	0.065994	0.145467	0.193391	0.222045	0.266374	0.237520	0.247504
500	0.151558	0.157248	0.095647	0.062400	0.149760	0.195986	0.214058	0.255591	0.231230	0.238219
510	0.149461	0.159545	0.089257	0.064497	0.137780	0.196386	0.218550	0.247704	0.228634	0.230032
520	0.147364	0.161242	0.087360	0.063099	0.125599	0.185803	0.227436	0.232228	0.220946	0.218750
530	0.144868	0.152855	0.080871	0.060204	0.129593	0.179313	0.216154	0.234325	0.217452	0.226138
540	0.155751	0.154253	0.077177	0.068291	0.115116	0.182208	0.215355	0.227736	0.223243	0.221845
550	0.137480	0.149261	0.077077	0.064996	0.114816	0.171426	0.210663	0.219349	0.210863	0.222344
560	0.132188	0.138678	0.067991	0.063099	0.104832	0.165236	0.207268	0.207368	0.213159	0.209065
570	0.128694	0.137081	0.069888	0.062500	0.090855	0.164038	0.205471	0.205172	0.197085	0.204972
580	0.127596	0.129992	0.066294	0.064297	0.081669	0.152256	0.194489	0.201078	0.190895	0.196286
