T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.092334	0.089645	0.090958	0.086321	0.088524	0.089040	0.090162	0.084725	0.084354	0.094301
20	0.093095	0.091096	0.089845	0.087082	0.087963	0.086246	0.092441	0.084275	0.092348	0.081752
30	0.085875	0.082971	0.088494	0.084160	0.087380	0.092308	0.088085	0.087552	0.091108	0.086025
40	0.090489	0.088093	0.087373	0.087725	0.090486	0.089724	0.091759	0.084978	0.093394	0.081851
50	0.085624	0.088221	0.085071	0.087921	0.090900	0.085992	0.086605	0.093781	0.086683	0.087463
60	0.082750	0.089268	0.089167	0.089792	0.089004	0.087712	0.085426	0.091106	0.085770	0.094382
70	0.089779	0.089611	0.087480	0.082554	0.088437	0.087149	0.092940	0.090650	0.088118	0.093661
80	0.090064	0.094745	0.091256	0.086499	0.094076	0.087354	0.090684	0.086493	0.094167	0.085019
90	0.087618	0.092492	0.092466	0.087092	0.097348	0.091013	0.090995	0.089053	0.091028	0.089980
100	0.086864	0.095402	0.088660	0.092302	0.087678	0.080047	0.086510	0.093150	0.091139	0.083071
110	0.083556	0.091960	0.089132	0.085415	0.096256	0.086042	0.091205	0.082129	0.095720	0.085566
120	0.100463	0.090279	0.081906	0.087594	0.086090	0.089698	0.090666	0.089316	0.084406	0.089873
130	0.093316	0.096829	0.088326	0.088478	0.088719	0.082173	0.090924	0.086350	0.083286	0.080728
140	0.095060	0.095724	0.092166	0.094438	0.096949	0.083024	0.089936	0.081731	0.086771	0.083248
150	0.088771	0.100170	0.091247	0.093776	0.095434	0.087113	0.082380	0.092549	0.089138	0.088467
160	0.103564	0.102095	0.088528	0.100512	0.092094	0.085815	0.091345	0.090164	0.083216	0.084687
170	0.098991	0.102702	0.098997	0.108599	0.096059	0.087878	0.094540	0.089093	0.086037	0.083762
180	0.105300	0.103505	0.087438	0.108573	0.099292	0.089293	0.092035	0.092734	0.091222	0.082269
190	0.110457	0.100154	0.092822	0.120295	0.106860	0.086582	0.103604	0.094717	0.084638	0.079487
200	0.103268	0.100145	0.094376	0.123121	0.098495	0.097529	0.099644	0.097396	0.094179	0.085854
