T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.087741	0.096081	0.089409	0.092414	0.086653	0.080343	0.086561	0.092800	0.090323	0.094449
20	0.088205	0.089217	0.088527	0.089945	0.097408	0.085704	0.089520	0.091400	0.089517	0.083936
30	0.079394	0.086656	0.085874	0.092605	0.086038	0.087640	0.090315	0.088421	0.083413	0.085649
40	0.089260	0.090693	0.085871	0.090355	0.090326	0.089507	0.087076	0.087167	0.091864	0.087267
50	0.088122	0.087045	0.091934	0.085040	0.087005	0.088982	0.082822	0.085427	0.088033	0.093646
60	0.090043	0.087541	0.090902	0.094878	0.081724	0.094546	0.090704	0.087140	0.087678	0.092218
70	0.091768	0.089332	0.087398	0.087081	0.087849	0.090049	0.086705	0.092665	0.092800	0.091283
80	0.094147	0.090539	0.088033	0.086613	0.093517	0.089759	0.097573	0.088422	0.083942	0.087695
90	0.090624	0.087809	0.082907	0.090825	0.100347	0.086355	0.102432	0.090820	0.094027	0.084992
100	0.092531	0.086316	0.087301	0.080675	0.093908	0.086569	0.092709	0.101923	0.092829	0.093132
110	0.092607	0.093962	0.084484	0.088416	0.085764	0.090575	0.089043	0.090218	0.093011	0.083973
120	0.093701	0.091147	0.086509	0.087924	0.097827	0.085201	0.091354	0.087471	0.090643	0.088508
130	0.100861	0.090980	0.087160	0.087410	0.091357	0.086612	0.086732	0.084339	0.091699	0.091383
140	0.092681	0.087767	0.092042	0.088218	0.098157	0.086705	0.095916	0.089974	0.089010	0.093383
150	0.093197	0.090609	0.087515	0.088151	0.087683	0.086416	0.091717	0.098547	0.096222	0.100496
160	0.092342	0.099903	0.088057	0.078300	0.095011	0.088448	0.099957	0.097179	0.096171	0.096109
170	0.092354	0.090942	0.085243	0.097158	0.091809	0.088187	0.089128	0.106710	0.089701	0.090993
180	0.089980	0.090301	0.091416	0.090224	0.094139	0.089128	0.092988	0.096804	0.092427	0.092683
190	0.090284	0.096811	0.089450	0.083010	0.090036	0.086301	0.087512	0.096424	0.097580	0.094474
200	0.094582	0.101763	0.085302	0.088706	0.094742	0.086044	0.099411	0.086559	0.097170	0.100675
