essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.5,4,0.004556,0.0195936,0,0,0.004555,0.0335342
0.555556,4,0.0044894,0.0194982,0,0,0.0044874,0.0332828
0.611111,4,0.0045054,0.0195322,0,0,0.0045096,0.0333672
0.666667,4,0.0044848,0.0195142,0,0,0.0044852,0.0332718
0.722222,4,0.0045098,0.0195242,0,0,0.004504,0.0333482
0.777778,4,0.004485,0.0194662,0,0,0.0044838,0.0332662
0.833333,4,0.004485,0.0195034,0,0,0.0044874,0.0332868
0.888889,4,0.0044904,0.0194988,0,0,0.0044866,0.0332758
0.944444,4,0.004516,0.0195198,0,0,0.004517,0.033384
1,4,0.0048312,0.0170406,0,0,0.0048288,0.0305228
0.5,8,0.0050308,0.0205288,0,0,0.0050278,0.0258936
0.555556,8,0.0051802,0.020881,0,0,0.0051778,0.0262848
0.611111,8,0.0054202,0.021364,0,0,0.0054156,0.026881
0.666667,8,0.0056336,0.0217818,0,0,0.0056382,0.0274276
0.722222,8,0.0062114,0.0227464,0,0,0.0062154,0.0287822
0.777778,8,0.0070246,0.0242584,0,0,0.0070252,0.0305988
0.833333,8,0.0092652,0.02767,0,0,0.0092582,0.0350956
0.888889,8,0.017964,0.03781,0,0,0.0179602,0.0486692
0.944444,8,0.0644778,0.060996,0,0,0.0644736,0.0893836
1,8,0.1243552,0.0640466,0,0,0.1243032,0.118796
0.5,12,0.0053148,0.0210436,0,0,0.005305,0.0224926
0.555556,12,0.005438,0.021298,0,0,0.005432,0.0227696
0.611111,12,0.0056766,0.0218662,0,0,0.0056762,0.0232926
0.666667,12,0.0062514,0.0228972,0,0,0.006245,0.024423
0.722222,12,0.0070306,0.024214,0,0,0.0070244,0.025892
0.777778,12,0.008595,0.0267854,0,0,0.0086022,0.0286646
0.833333,12,0.0132078,0.0329694,0,0,0.0131988,0.0354244
0.888889,12,0.0395004,0.0521034,0,0,0.0394936,0.0599784
0.944444,12,0.0984324,0.0644372,0,0,0.0984152,0.089891
1,12,0.153322,0.0631432,0,0,0.1532588,0.1070766
0.5,16,0.005369,0.0211764,0,0,0.0053696,0.0202802
0.555556,16,0.0055738,0.0215984,0,0,0.0055764,0.0206692
0.611111,16,0.006009,0.0223694,0,0,0.0060132,0.0214574
0.666667,16,0.0065424,0.0232966,0,0,0.0065438,0.0223664
0.722222,16,0.0076192,0.025071,0,0,0.0076178,0.0241192
0.777778,16,0.00958,0.028205,0,0,0.0095924,0.0270984
0.833333,16,0.0170364,0.0368626,0,0,0.0170166,0.0358752
0.888889,16,0.0535526,0.0575194,0,0,0.0535632,0.0614708
0.944444,16,0.1137888,0.0648556,0,0,0.1137798,0.0841636
1,16,0.1662712,0.0624166,0,0,0.1662224,0.0968788
0.5,20,0.0054208,0.0211312,0,0,0.0054208,0.0187762
0.555556,20,0.005733,0.0218754,0,0,0.005736,0.0193602
0.611111,20,0.0059496,0.0222342,0,0,0.0059476,0.0196828
0.666667,20,0.0067948,0.023718,0,0,0.0067976,0.0210452
0.722222,20,0.0079528,0.025572,0,0,0.0079538,0.0227646
0.777778,20,0.01069,0.0292682,0,0,0.0106922,0.0262574
0.833333,20,0.0200318,0.039409,0,0,0.0200258,0.0357346
0.888889,20,0.0630932,0.0595794,0,0,0.0630826,0.0604734
0.944444,20,0.121731,0.063011,0,0,0.1217456,0.0782758
1,20,0.173562,0.0626384,0,0,0.1735418,0.0891426
0.5,24,0.0055662,0.0212378,0,0,0.0055646,0.017833
0.555556,24,0.0057626,0.0217438,0,0,0.0057548,0.0181834
0.611111,24,0.0063286,0.0227172,0,0,0.0063238,0.0190358
0.666667,24,0.006937,0.0237402,0,0,0.0069276,0.0199104
0.722222,24,0.0084212,0.0259522,0,0,0.0084134,0.0219116
0.777778,24,0.010929,0.0296472,0,0,0.01094,0.024974
0.833333,24,0.0229002,0.0415156,0,0,0.022878,0.0356998
0.888889,24,0.0687816,0.0603086,0,0,0.0687992,0.0585076
0.944444,24,0.1273178,0.0640372,0,0,0.1273088,0.0739848
1,24,0.17793,0.0616318,0,0,0.1779194,0.082945
0.5,28,0.005562,0.0213456,0,0,0.0055624,0.0169882
0.555556,28,0.00586,0.0219086,0,0,0.0058556,0.0174484
0.611111,28,0.0063598,0.0227528,0,0,0.006359,0.0181672
0.666667,28,0.0069988,0.0240344,0,0,0.0070034,0.0191134
0.722222,28,0.0082464,0.0259576,0,0,0.008255,0.020712
0.777778,28,0.0115178,0.0305036,0,0,0.0115178,0.0244276
0.833333,28,0.0238552,0.0426726,0,0,0.0238522,0.0347676
0.888889,28,0.0725888,0.062624,0,0,0.0725964,0.0569078
0.944444,28,0.1311944,0.0637002,0,0,0.1311914,0.070295
1,28,0.1812458,0.060947,0,0,0.1812472,0.078062
0.5,32,0.0055472,0.021255,0,0,0.0055484,0.0162832
0.555556,32,0.0059448,0.0220318,0,0,0.0059392,0.016859
0.611111,32,0.0061496,0.0225344,0,0,0.0061536,0.0171912
0.666667,32,0.007206,0.0239404,0,0,0.0072042,0.01849
0.722222,32,0.0086856,0.0264304,0,0,0.0086776,0.0203458
0.777778,32,0.0123584,0.0312228,0,0,0.0123504,0.0241732
0.833333,32,0.0261046,0.043348,0,0,0.0261248,0.0345134
0.888889,32,0.0767832,0.0633156,0,0,0.0768032,0.055561
0.944444,32,0.1337798,0.0630904,0,0,0.1337934,0.0670638
1,32,0.1842706,0.0619478,0,0,0.1843016,0.0743836
0.5,36,0.005613,0.0213206,0,0,0.0056148,0.0158332
0.555556,36,0.0058856,0.0218208,0,0,0.0058858,0.0161962
0.611111,36,0.006308,0.0226224,0,0,0.0063106,0.0167806
0.666667,36,0.007313,0.024139,0,0,0.0073072,0.0180024
0.722222,36,0.0085176,0.0263174,0,0,0.008513,0.0194888
0.777778,36,0.0121204,0.030994,0,0,0.0121144,0.0231588
0.833333,36,0.0263414,0.044278,0,0,0.0263286,0.0336854
0.888889,36,0.0787386,0.0624732,0,0,0.078722,0.0536598
0.944444,36,0.1358682,0.0641652,0,0,0.1358998,0.0646422
1,36,0.1846122,0.0622356,0,0,0.1846592,0.071007
0.5,40,0.005488,0.0212154,0,0,0.0054932,0.0152268
0.555556,40,0.0058676,0.0216566,0,0,0.0058714,0.0156538
0.611111,40,0.0064058,0.0226876,0,0,0.0064094,0.0163916
0.666667,40,0.0072446,0.0241024,0,0,0.0072352,0.0174248
0.722222,40,0.0090718,0.0268558,0,0,0.0090748,0.0194812
0.777778,40,0.0124862,0.031406,0,0,0.0124866,0.0228172
0.833333,40,0.028215,0.0450508,0,0,0.0282176,0.0336048
0.888889,40,0.0800432,0.0619626,0,0,0.080031,0.0519494
0.944444,40,0.1374004,0.0637068,0,0,0.1374128,0.0622522
1,40,0.1857502,0.061347,0,0,0.1857502,0.0679954
