T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000336	0.000461	0.000527	0.000163	0.000603	0.000306	0.000300	0.000150	0.000358	0.000479
20	0.000853	0.000615	0.000651	0.000261	0.000997	0.000594	0.000798	0.000862	0.000523	0.000877
30	0.001033	0.000676	0.001324	0.000830	0.001559	0.000974	0.001528	0.001376	0.001056	0.001310
40	0.001752	0.000900	0.001816	0.001470	0.001308	0.001547	0.002305	0.001873	0.001554	0.001314
50	0.002651	0.001266	0.002213	0.002009	0.002264	0.002481	0.003497	0.002658	0.002419	0.001457
60	0.003469	0.001551	0.002424	0.001746	0.002708	0.003200	0.004413	0.002919	0.003516	0.002301
70	0.003570	0.001858	0.002800	0.001548	0.003254	0.003706	0.005031	0.003414	0.004137	0.003120
80	0.004367	0.001756	0.003665	0.002053	0.003497	0.004823	0.005955	0.003709	0.005877	0.003422
90	0.004532	0.002078	0.003990	0.002318	0.004099	0.005844	0.006511	0.003435	0.007114	0.003442
100	0.006356	0.002100	0.003966	0.003062	0.005267	0.006891	0.006647	0.003901	0.007752	0.003768
110	0.007822	0.002584	0.004423	0.003664	0.005855	0.008350	0.008022	0.004811	0.008498	0.003168
120	0.008197	0.003137	0.005047	0.003420	0.007599	0.008222	0.008804	0.003916	0.009534	0.003451
130	0.007596	0.003478	0.005529	0.004226	0.007624	0.008498	0.008792	0.003903	0.010270	0.004113
140	0.008198	0.004215	0.005297	0.005216	0.008441	0.009737	0.009468	0.004079	0.010135	0.004742
150	0.008934	0.004319	0.005339	0.004906	0.008517	0.010607	0.010280	0.004493	0.010785	0.004366
160	0.009676	0.005129	0.005808	0.005066	0.007947	0.011117	0.011031	0.004538	0.012031	0.005140
170	0.008381	0.005457	0.006915	0.005553	0.009725	0.010632	0.011342	0.004759	0.012413	0.004790
180	0.008943	0.005604	0.007914	0.006677	0.011093	0.010244	0.012710	0.005433	0.012648	0.004611
