T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.175495	0.174758	0.177164	0.181453	0.169774	0.178957	0.179788	0.167548	0.179456	0.177702
20	0.171567	0.177094	0.173423	0.179445	0.173676	0.173141	0.173624	0.174881	0.174649	0.175122
30	0.174987	0.174675	0.176304	0.176770	0.174394	0.173083	0.171751	0.178084	0.172779	0.176504
40	0.177541	0.177865	0.177589	0.171207	0.178462	0.178907	0.186400	0.173131	0.173911	0.177508
50	0.179331	0.179111	0.179155	0.174583	0.182744	0.174595	0.179753	0.172224	0.178912	0.171845
60	0.173021	0.182856	0.174539	0.180307	0.178487	0.175424	0.176162	0.175959	0.176636	0.176669
70	0.176953	0.177271	0.175569	0.167268	0.174950	0.179390	0.174044	0.178602	0.174067	0.175926
80	0.177501	0.173726	0.174860	0.171381	0.175291	0.175752	0.172151	0.173485	0.181186	0.178475
90	0.170211	0.177943	0.167467	0.179608	0.177465	0.179520	0.175239	0.170236	0.175013	0.181551
100	0.174340	0.179239	0.168562	0.179362	0.182439	0.178198	0.169466	0.173701	0.173923	0.172289
110	0.176501	0.178790	0.175498	0.178914	0.175231	0.171816	0.174228	0.175659	0.178893	0.182520
120	0.173509	0.178315	0.174690	0.179189	0.172239	0.175043	0.172534	0.171016	0.176257	0.180471
130	0.173437	0.178920	0.176699	0.175291	0.182932	0.179518	0.167226	0.183537	0.184088	0.180915
140	0.178770	0.175082	0.175256	0.180922	0.171943	0.189387	0.176116	0.177556	0.170730	0.182911
150	0.179565	0.180140	0.174976	0.185493	0.175910	0.180466	0.178478	0.173925	0.173493	0.177890
160	0.182525	0.179302	0.178936	0.181088	0.182433	0.182537	0.180684	0.181084	0.175533	0.185166
170	0.183492	0.176859	0.175785	0.178217	0.180096	0.178301	0.173591	0.179250	0.176588	0.182815
180	0.191337	0.172985	0.176157	0.179294	0.178554	0.182367	0.172982	0.177379	0.174578	0.186203
190	0.188008	0.181219	0.176338	0.180070	0.180354	0.183051	0.180683	0.184132	0.176889	0.192368
200	0.187625	0.173851	0.176409	0.179937	0.181877	0.181030	0.175667	0.176677	0.182946	0.188748
210	0.188987	0.178642	0.179711	0.180602	0.178933	0.182454	0.173188	0.188921	0.187157	0.190494
220	0.190230	0.176306	0.174830	0.179257	0.180197	0.188927	0.184521	0.185695	0.181720	0.190497
230	0.189807	0.171749	0.176538	0.182133	0.183942	0.186147	0.188092	0.181982	0.184756	0.191703
240	0.189004	0.179991	0.182920	0.185682	0.186745	0.185912	0.181847	0.189355	0.182255	0.195656
250	0.186537	0.176490	0.179803	0.182276	0.182636	0.181934	0.176374	0.185361	0.183272	0.194962
260	0.183578	0.182497	0.179529	0.183105	0.183195	0.175829	0.179962	0.187117	0.182790	0.191261
270	0.188825	0.178005	0.176618	0.180575	0.174792	0.187675	0.180279	0.182175	0.182960	0.187910
280	0.190259	0.183020	0.177178	0.182618	0.180536	0.178697	0.184222	0.181952	0.184003	0.176918
290	0.175359	0.180025	0.177271	0.178323	0.174626	0.177305	0.177104	0.186980	0.175623	0.180795
300	0.179984	0.181732	0.178394	0.175824	0.174460	0.178237	0.185064	0.181531	0.178108	0.170851
310	0.177998	0.179797	0.178050	0.179516	0.178835	0.166303	0.178155	0.173613	0.179321	0.166938
320	0.167043	0.177641	0.181470	0.179067	0.174299	0.167489	0.170587	0.176882	0.174801	0.163773
330	0.164105	0.177767	0.182598	0.171611	0.166653	0.160814	0.175226	0.176935	0.165868	0.154800
340	0.159341	0.171729	0.174202	0.177750	0.167939	0.167839	0.170224	0.172229	0.166906	0.149241
350	0.158038	0.177681	0.175745	0.171308	0.166472	0.159379	0.174040	0.172172	0.160950	0.147069
360	0.148333	0.174387	0.175104	0.168509	0.161474	0.158265	0.171128	0.171131	0.163317	0.141526
370	0.150792	0.180406	0.176995	0.169968	0.172089	0.155504	0.164930	0.173491	0.164970	0.136286
380	0.143112	0.177116	0.176227	0.164857	0.163337	0.156014	0.170964	0.168354	0.161464	0.134618
390	0.146518	0.174399	0.178009	0.170369	0.162275	0.159474	0.162687	0.164826	0.159327	0.134561
400	0.146469	0.177528	0.172784	0.163770	0.158224	0.156426	0.161082	0.164716	0.158867	0.131853
410	0.136101	0.173753	0.175316	0.165455	0.155014	0.153016	0.168679	0.160726	0.154530	0.134809
420	0.138937	0.173696	0.173438	0.160914	0.158415	0.158768	0.159075	0.158443	0.158819	0.137444
430	0.136474	0.173217	0.169643	0.162102	0.158335	0.160454	0.160212	0.159353	0.161601	0.132189
440	0.135235	0.165401	0.168979	0.156840	0.158245	0.154245	0.161614	0.160918	0.154626	0.129128
450	0.140783	0.165618	0.170303	0.159154	0.154084	0.160619	0.159432	0.157470	0.156793	0.128389
460	0.142106	0.170405	0.171258	0.158647	0.154093	0.158132	0.151146	0.156942	0.157266	0.125309
470	0.139414	0.165662	0.166650	0.161184	0.159058	0.154251	0.152143	0.161125	0.154118	0.126411
480	0.132783	0.166253	0.173608	0.157899	0.153868	0.151325	0.155416	0.156213	0.156831	0.129289
490	0.134416	0.165570	0.166807	0.160890	0.153992	0.153437	0.157040	0.154482	0.158979	0.126185
500	0.139146	0.165014	0.164377	0.157788	0.158101	0.151191	0.149250	0.162789	0.162526	0.127707
510	0.134438	0.170808	0.165763	0.156400	0.153387	0.151337	0.149818	0.154612	0.156465	0.131357
520	0.130435	0.165497	0.169023	0.157771	0.153292	0.149939	0.148963	0.151939	0.157273	0.127354
530	0.127909	0.163666	0.162490	0.159809	0.153284	0.154788	0.148186	0.157130	0.158127	0.131021
540	0.131762	0.163133	0.163175	0.158548	0.152499	0.149039	0.145571	0.150081	0.154622	0.124138
550	0.126890	0.161696	0.167116	0.154914	0.150654	0.151932	0.139878	0.153344	0.152131	0.131675
560	0.129311	0.164358	0.166541	0.156699	0.150381	0.152928	0.146371	0.149249	0.155055	0.127386
570	0.130168	0.163878	0.161257	0.152670	0.150600	0.148346	0.149767	0.154901	0.147704	0.126702
580	0.132101	0.161078	0.163032	0.153517	0.154611	0.151614	0.143590	0.152521	0.150977	0.127488
590	0.131583	0.154332	0.162984	0.153058	0.147210	0.155047	0.151910	0.154780	0.156232	0.132782
600	0.130547	0.155977	0.162445	0.153241	0.147439	0.152596	0.145462	0.154544	0.150606	0.128468
610	0.133112	0.164625	0.160061	0.152625	0.148489	0.156374	0.144041	0.148236	0.158754	0.130600
620	0.128524	0.158089	0.165779	0.151256	0.146986	0.151456	0.143790	0.151243	0.154513	0.131069
630	0.129450	0.159212	0.158408	0.154855	0.148015	0.153014	0.144919	0.142926	0.154250	0.124374
640	0.130228	0.153097	0.158217	0.151530	0.147856	0.151534	0.144744	0.144814	0.152832	0.127640
650	0.131126	0.154011	0.158750	0.155321	0.151972	0.151487	0.146807	0.142151	0.152856	0.124337
660	0.127707	0.156493	0.154586	0.154944	0.146833	0.152577	0.139988	0.141788	0.153561	0.126969
670	0.125292	0.149297	0.155468	0.152234	0.151230	0.145369	0.145766	0.143446	0.150298	0.129449
680	0.121701	0.145736	0.154853	0.148144	0.146528	0.148553	0.144703	0.139076	0.158703	0.125513
690	0.130969	0.151707	0.155054	0.151066	0.144135	0.148130	0.147376	0.143087	0.150979	0.128188
700	0.127739	0.151268	0.156797	0.151976	0.145073	0.150545	0.147411	0.146900	0.147810	0.129061
710	0.126935	0.154341	0.157091	0.148468	0.143519	0.149696	0.149392	0.145144	0.150227	0.125731
720	0.124518	0.150408	0.149927	0.150790	0.139453	0.146391	0.140403	0.140744	0.154375	0.124278
730	0.120132	0.150456	0.152298	0.147700	0.141605	0.148567	0.148700	0.145024	0.147803	0.127092
740	0.123981	0.147032	0.147405	0.150949	0.146684	0.152771	0.142810	0.147318	0.149897	0.124639
750	0.124587	0.146413	0.150120	0.150895	0.138732	0.145990	0.142087	0.143902	0.151764	0.126426
760	0.121210	0.149071	0.151250	0.148342	0.141540	0.147813	0.147031	0.140195	0.143191	0.125345
770	0.130960	0.145918	0.150827	0.145006	0.139250	0.146295	0.144900	0.136509	0.142103	0.127421
780	0.120231	0.142476	0.152850	0.141673	0.139128	0.141071	0.139394	0.140081	0.141445	0.127390
790	0.118190	0.145130	0.150797	0.146028	0.145195	0.142048	0.142782	0.136766	0.148130	0.127389
800	0.123392	0.141424	0.149476	0.145345	0.139956	0.147544	0.145367	0.132643	0.145391	0.125026
810	0.126881	0.143342	0.148340	0.144396	0.139583	0.145415	0.138471	0.133939	0.144958	0.126997
820	0.120104	0.144409	0.147236	0.146869	0.141426	0.143814	0.136630	0.130624	0.147510	0.122460
830	0.126617	0.141256	0.142703	0.145462	0.140285	0.153438	0.142866	0.135848	0.148968	0.121832
840	0.127594	0.142414	0.146021	0.144854	0.145180	0.143672	0.138790	0.131625	0.147996	0.114918
850	0.124091	0.138690	0.152229	0.143748	0.141641	0.144897	0.141839	0.139096	0.144755	0.119465
860	0.123469	0.142451	0.145058	0.146282	0.139290	0.140274	0.140214	0.136342	0.147006	0.128973
870	0.126542	0.150464	0.150887	0.145455	0.143482	0.141648	0.136331	0.128983	0.151021	0.126793
880	0.123928	0.136261	0.150194	0.140711	0.140560	0.147080	0.140953	0.128714	0.145352	0.123481
890	0.127760	0.141411	0.145711	0.137663	0.139151	0.145644	0.138589	0.131015	0.141056	0.125193
900	0.126734	0.138554	0.144346	0.140935	0.143116	0.148434	0.132338	0.130938	0.138678	0.128900
910	0.129937	0.141688	0.144607	0.142737	0.138398	0.142044	0.138518	0.132999	0.139807	0.126713
920	0.131110	0.146628	0.150032	0.144368	0.129408	0.143374	0.136355	0.128203	0.138005	0.125108
930	0.121596	0.144507	0.145960	0.135473	0.134429	0.144404	0.140272	0.134354	0.146720	0.126189
940	0.125644	0.132918	0.149792	0.136459	0.132235	0.139508	0.139581	0.137419	0.143798	0.126344
950	0.124622	0.140207	0.144504	0.135313	0.138744	0.141576	0.137682	0.131326	0.140663	0.127501
960	0.122345	0.139567	0.148424	0.135295	0.131210	0.143433	0.133681	0.132110	0.139315	0.126216
970	0.128315	0.135562	0.145324	0.134561	0.134344	0.143394	0.135822	0.130884	0.138859	0.128061
980	0.126285	0.134178	0.143620	0.136298	0.136376	0.141108	0.140656	0.126202	0.137008	0.124565
990	0.126344	0.132190	0.140601	0.140819	0.136525	0.144499	0.138696	0.127780	0.136002	0.126632
1000	0.130164	0.131737	0.140554	0.135732	0.128979	0.138555	0.139688	0.131231	0.138765	0.126369
1010	0.125058	0.138440	0.142672	0.131623	0.132477	0.136617	0.138770	0.127704	0.138113	0.125884
1020	0.125795	0.133707	0.135392	0.131520	0.135156	0.137709	0.140189	0.129562	0.138028	0.122868
1030	0.123842	0.140588	0.137119	0.128148	0.134595	0.139640	0.143319	0.128459	0.133848	0.122309
1040	0.125191	0.135394	0.138993	0.129361	0.131274	0.134899	0.140630	0.130002	0.135434	0.125268
1050	0.122697	0.137324	0.138340	0.129733	0.134819	0.134207	0.139240	0.130668	0.135366	0.123185
1060	0.125092	0.132118	0.139820	0.130925	0.133247	0.131580	0.136460	0.129115	0.131456	0.125124
1070	0.118965	0.138168	0.138836	0.130140	0.128244	0.129125	0.140392	0.131426	0.132703	0.125606
