T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.180175	0.173313	0.173688	0.177401	0.180321	0.178003	0.177672	0.172866	0.178500	0.176774
20	0.179735	0.176952	0.175379	0.176395	0.174552	0.173389	0.176989	0.179375	0.175381	0.177835
30	0.173019	0.180861	0.179584	0.173616	0.177549	0.172456	0.169169	0.169624	0.172141	0.176891
40	0.185196	0.178869	0.173935	0.177605	0.177709	0.178921	0.173491	0.182547	0.178151	0.180245
50	0.182793	0.175354	0.183303	0.175854	0.174656	0.174705	0.181830	0.174503	0.178524	0.169666
60	0.177395	0.179070	0.178825	0.175736	0.177870	0.173522	0.178384	0.178385	0.176875	0.179130
70	0.178221	0.173826	0.180731	0.168994	0.174963	0.176198	0.173391	0.174558	0.175805	0.176051
80	0.173872	0.175530	0.172439	0.177103	0.179263	0.175784	0.174281	0.174192	0.170611	0.176947
90	0.174653	0.174400	0.177689	0.177877	0.175685	0.174331	0.173897	0.171364	0.174809	0.172697
100	0.173184	0.173454	0.170776	0.175682	0.176557	0.180461	0.172000	0.175462	0.175718	0.175320
110	0.169983	0.180896	0.174712	0.178916	0.173566	0.172069	0.177046	0.171306	0.175045	0.171501
120	0.177674	0.178967	0.176813	0.169504	0.175929	0.176294	0.176095	0.172637	0.176896	0.182663
130	0.179086	0.171529	0.172004	0.176754	0.162856	0.172100	0.174208	0.172837	0.176957	0.181240
140	0.173662	0.174409	0.176003	0.172280	0.172384	0.174320	0.173304	0.175361	0.175256	0.180096
150	0.175909	0.174080	0.169636	0.177998	0.171717	0.174358	0.172331	0.172047	0.172719	0.173300
160	0.177806	0.172913	0.165784	0.168480	0.172552	0.167613	0.171230	0.165839	0.172279	0.169779
170	0.172351	0.176864	0.173869	0.171933	0.172760	0.170922	0.175314	0.172150	0.169461	0.176310
180	0.172091	0.176777	0.172132	0.177317	0.173478	0.165329	0.170664	0.167956	0.167521	0.171451
190	0.171448	0.167216	0.172615	0.174962	0.170253	0.169257	0.175651	0.163611	0.172724	0.173940
200	0.173761	0.171167	0.170726	0.170260	0.165132	0.160030	0.169472	0.158002	0.167002	0.180743
210	0.168413	0.170590	0.169469	0.164639	0.170987	0.153665	0.168809	0.154639	0.161882	0.169653
220	0.168386	0.160593	0.166104	0.159771	0.163474	0.150958	0.167555	0.151036	0.156371	0.167050
230	0.175813	0.163825	0.166710	0.156680	0.160125	0.141115	0.167361	0.154446	0.155997	0.170598
240	0.165516	0.156252	0.168784	0.150290	0.156722	0.126669	0.165930	0.148762	0.153110	0.158555
250	0.167652	0.154428	0.163281	0.149895	0.153471	0.131660	0.163243	0.147701	0.155405	0.163546
260	0.170303	0.147943	0.157711	0.145383	0.145729	0.122251	0.153659	0.145744	0.150974	0.167083
270	0.159986	0.144700	0.161344	0.146601	0.143347	0.121463	0.154578	0.137946	0.146227	0.158838
280	0.160654	0.129956	0.150184	0.145222	0.140572	0.116478	0.154707	0.134767	0.148215	0.159191
290	0.160123	0.129001	0.148910	0.143461	0.134779	0.113318	0.147679	0.136997	0.142745	0.151439
300	0.158221	0.124695	0.144594	0.136890	0.131464	0.110047	0.152524	0.125191	0.142272	0.143466
310	0.154459	0.117661	0.140999	0.133883	0.126228	0.109086	0.145296	0.118775	0.130666	0.149177
320	0.158113	0.112347	0.138541	0.128043	0.123036	0.106871	0.142155	0.118829	0.130519	0.140971
330	0.159799	0.106898	0.135332	0.129213	0.115130	0.102346	0.136110	0.113530	0.130845	0.134492
340	0.152269	0.100060	0.126791	0.126354	0.112830	0.098309	0.131192	0.107602	0.129573	0.133283
350	0.151924	0.094585	0.124211	0.122828	0.105915	0.096634	0.133522	0.108503	0.126039	0.127762
360	0.148168	0.090676	0.117734	0.118078	0.098070	0.096716	0.129644	0.096121	0.115705	0.122110
370	0.153084	0.087182	0.111260	0.117225	0.096177	0.093660	0.125405	0.096987	0.116128	0.126807
380	0.149687	0.085067	0.106918	0.115069	0.089025	0.085923	0.123629	0.086878	0.113321	0.125088
390	0.142767	0.084182	0.102087	0.114817	0.084755	0.083113	0.121749	0.085178	0.108747	0.121372
400	0.136833	0.081563	0.094612	0.114766	0.076836	0.085496	0.119988	0.078839	0.103582	0.117964
410	0.132494	0.080040	0.093903	0.114548	0.071919	0.079516	0.115295	0.072208	0.097309	0.114991
420	0.132997	0.077705	0.085070	0.111827	0.066059	0.075926	0.115243	0.070977	0.094454	0.109798
430	0.121374	0.075522	0.078659	0.101705	0.062172	0.072897	0.105826	0.072505	0.090640	0.110570
440	0.126248	0.076149	0.075696	0.101164	0.060742	0.072486	0.103030	0.066254	0.091415	0.109209
450	0.117003	0.071855	0.072917	0.100949	0.058694	0.072010	0.105049	0.062336	0.085496	0.105812
460	0.115363	0.077653	0.064189	0.096160	0.055107	0.069385	0.099415	0.061374	0.084416	0.104919
470	0.106660	0.073530	0.055810	0.090998	0.046525	0.067995	0.092434	0.060078	0.078199	0.105280
480	0.096481	0.074989	0.055600	0.090630	0.049439	0.070040	0.086384	0.052980	0.073920	0.104083
490	0.094493	0.074117	0.047574	0.088489	0.051660	0.063140	0.083883	0.049426	0.068445	0.099703
500	0.087448	0.072754	0.048482	0.086224	0.045402	0.060758	0.080932	0.050026	0.069293	0.100028
510	0.081648	0.075356	0.047045	0.086019	0.049406	0.059946	0.074875	0.047692	0.060176	0.095471
520	0.080964	0.071666	0.044987	0.082173	0.044322	0.052707	0.070351	0.050686	0.060124	0.093791
530	0.077603	0.068482	0.041692	0.079371	0.041781	0.058359	0.066765	0.050607	0.059362	0.093561
540	0.071611	0.075965	0.039082	0.072854	0.038823	0.052139	0.066366	0.045691	0.056303	0.086365
550	0.072155	0.072012	0.039528	0.073494	0.038173	0.050441	0.065942	0.042300	0.053106	0.084916
560	0.072293	0.070667	0.034461	0.071112	0.046127	0.049942	0.061321	0.040805	0.050020	0.087678
570	0.066064	0.069028	0.029231	0.072358	0.040514	0.048819	0.061273	0.041311	0.053047	0.081453
580	0.064941	0.067139	0.031928	0.063963	0.043428	0.047216	0.059218	0.045126	0.054837	0.079404
590	0.067712	0.063796	0.029039	0.064986	0.038040	0.044108	0.050509	0.046184	0.050605	0.077813
600	0.063824	0.061627	0.033465	0.061816	0.036409	0.048447	0.053916	0.042357	0.054769	0.074782
610	0.057835	0.064713	0.028800	0.060400	0.029933	0.045708	0.054286	0.046397	0.043961	0.076432
620	0.052485	0.061573	0.033355	0.056610	0.029609	0.039717	0.050520	0.041781	0.041714	0.074834
630	0.050026	0.065509	0.026130	0.055966	0.030606	0.038173	0.052597	0.040459	0.048060	0.070463
640	0.051584	0.065577	0.027402	0.051167	0.029561	0.033195	0.048356	0.038695	0.047350	0.067043
650	0.046684	0.060762	0.026605	0.054326	0.024545	0.038109	0.046819	0.033728	0.048066	0.066389
660	0.048202	0.062731	0.022273	0.050601	0.028781	0.038889	0.045157	0.037502	0.046210	0.063658
670	0.042918	0.061220	0.018179	0.049940	0.027071	0.035633	0.039336	0.039077	0.043010	0.063768
680	0.042491	0.056461	0.020630	0.049677	0.034196	0.031980	0.043140	0.038499	0.039395	0.062763
690	0.042424	0.057009	0.014898	0.049083	0.031012	0.031758	0.041178	0.035460	0.035126	0.060493
700	0.041413	0.054150	0.014484	0.046712	0.033246	0.031239	0.037365	0.032544	0.036646	0.057705
710	0.040214	0.056303	0.011679	0.047481	0.030396	0.032586	0.036730	0.028651	0.035811	0.053953
720	0.038889	0.055897	0.016072	0.041630	0.034823	0.026776	0.033570	0.029561	0.029512	0.050002
730	0.043742	0.051739	0.021228	0.041692	0.034406	0.028362	0.032266	0.032651	0.031980	0.053004
740	0.040214	0.051985	0.018505	0.041245	0.033133	0.025911	0.036186	0.032598	0.032709	0.050014
750	0.034151	0.050767	0.021194	0.041547	0.027488	0.028012	0.028012	0.035957	0.029748	0.049051
760	0.031706	0.048413	0.028057	0.039967	0.029184	0.025239	0.034723	0.029933	0.032598	0.051261
770	0.034196	0.053336	0.023296	0.044813	0.031534	0.033613	0.029373	0.034823	0.030348	0.049101
780	0.034292	0.050276	0.027151	0.043896	0.029373	0.032149	0.028944	0.026776	0.027607	0.047105
790	0.033357	0.051985	0.026087	0.038163	0.026942	0.026130	0.030075	0.031980	0.033513	0.045441
800	0.031758	0.050023	0.030960	0.035341	0.029933	0.023118	0.028752	0.032918	0.034712	0.046144
810	0.033570	0.047863	0.024308	0.031928	0.032598	0.020630	0.035683	0.036125	0.029748	0.046137
820	0.038011	0.046378	0.027239	0.035665	0.036611	0.025424	0.032586	0.037834	0.026818	0.043175
830	0.029421	0.047760	0.025278	0.037266	0.032816	0.026563	0.033885	0.040895	0.031586	0.040895
840	0.030348	0.044244	0.033941	0.033728	0.031135	0.029512	0.031652	0.029039	0.031413	0.038241
850	0.028211	0.041060	0.027764	0.035014	0.033032	0.020341	0.027607	0.033410	0.029561	0.043856
