T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000365	0.000455	0.000247	0.000640	0.000365	0.000721	0.000312	0.000479	0.000352	0.000092
20	0.000831	0.000940	0.000415	0.001031	0.000758	0.000803	0.000416	0.000711	0.000561	0.000563
30	0.001027	0.001799	0.000937	0.001542	0.001317	0.000970	0.000837	0.000929	0.000788	0.000732
40	0.001171	0.002182	0.001514	0.001918	0.001581	0.001560	0.001243	0.001320	0.000975	0.001124
50	0.001634	0.002561	0.002146	0.002580	0.001801	0.001860	0.001239	0.001508	0.001431	0.001382
60	0.001335	0.002186	0.002402	0.002502	0.002150	0.002235	0.001331	0.001400	0.001577	0.002150
70	0.001942	0.002163	0.003313	0.002887	0.002315	0.002294	0.002070	0.002745	0.002057	0.001988
80	0.002093	0.002494	0.004148	0.002910	0.003177	0.001576	0.002725	0.003164	0.002683	0.002292
90	0.002058	0.003733	0.003905	0.004109	0.003115	0.002050	0.003417	0.004060	0.004264	0.002213
100	0.002239	0.004585	0.004962	0.004197	0.003095	0.002732	0.003492	0.004188	0.004626	0.003649
110	0.002579	0.004886	0.005059	0.005027	0.003453	0.002955	0.003839	0.004945	0.006092	0.004955
120	0.002092	0.005132	0.004427	0.005059	0.002771	0.003162	0.003973	0.004787	0.006697	0.004185
130	0.002212	0.006666	0.005492	0.005568	0.002669	0.004067	0.004458	0.005264	0.006431	0.004379
140	0.002303	0.006380	0.006459	0.006700	0.002878	0.003968	0.003845	0.004241	0.006131	0.004386
150	0.002624	0.005006	0.007242	0.006514	0.003182	0.003234	0.003651	0.005108	0.005791	0.003488
160	0.002279	0.004286	0.007037	0.006384	0.002838	0.003110	0.003508	0.004929	0.005682	0.004110
170	0.002339	0.004635	0.007378	0.006431	0.002211	0.002846	0.003813	0.005609	0.003658	0.003385
180	0.002181	0.002701	0.009431	0.005883	0.002285	0.002772	0.003608	0.005647	0.002696	0.003399
190	0.001820	0.001955	0.010560	0.007207	0.002236	0.001990	0.003346	0.005198	0.003135	0.003379
200	0.002570	0.002154	0.011651	0.008872	0.002199	0.001527	0.003498	0.006236	0.003303	0.003357
210	0.001968	0.002445	0.013395	0.011384	0.001709	0.001324	0.003115	0.005935	0.003579	0.002977
220	0.001475	0.002544	0.013947	0.013911	0.001863	0.001505	0.003162	0.006157	0.002968	0.003141
230	0.001802	0.002535	0.013698	0.016848	0.001815	0.001628	0.003038	0.005122	0.002831	0.003337
240	0.001145	0.003681	0.012917	0.019069	0.001425	0.000997	0.001890	0.005636	0.002677	0.003678
250	0.001512	0.003433	0.012984	0.022300	0.001708	0.000790	0.001978	0.005524	0.002547	0.004181
260	0.001658	0.004774	0.012131	0.024900	0.001288	0.001073	0.002777	0.004761	0.002866	0.004662
270	0.002039	0.004859	0.010460	0.028219	0.001290	0.001515	0.002668	0.004077	0.002781	0.004189
280	0.001725	0.004533	0.008275	0.031831	0.001294	0.001259	0.002686	0.003923	0.002908	0.004493
290	0.002289	0.004156	0.006532	0.034898	0.001200	0.001142	0.002212	0.003982	0.002287	0.004948
300	0.001579	0.004306	0.004604	0.038276	0.001116	0.000694	0.002010	0.003394	0.002519	0.004090
310	0.001407	0.004856	0.003581	0.041080	0.001357	0.001147	0.001992	0.003723	0.002638	0.004928
320	0.001392	0.005223	0.002308	0.043501	0.001394	0.001274	0.001876	0.003444	0.002319	0.004788
330	0.000925	0.005770	0.002311	0.047095	0.001534	0.001333	0.002329	0.002765	0.002493	0.003891
340	0.001149	0.006355	0.001533	0.051350	0.001048	0.001494	0.002401	0.002851	0.002504	0.004585
350	0.000908	0.006378	0.002140	0.053564	0.001444	0.001302	0.002210	0.002468	0.001766	0.003720
360	0.000816	0.006784	0.001566	0.057637	0.001507	0.001316	0.002983	0.001895	0.002420	0.004933
370	0.000839	0.006761	0.001149	0.057893	0.001563	0.001934	0.003169	0.001464	0.002292	0.003829
380	0.001116	0.008520	0.001178	0.060721	0.001325	0.002264	0.003486	0.001111	0.002442	0.003323
390	0.001533	0.009580	0.001458	0.060593	0.001587	0.003701	0.003537	0.001162	0.002502	0.002747
400	0.001030	0.010716	0.001624	0.060396	0.001915	0.003500	0.003207	0.001415	0.002988	0.002873
410	0.000717	0.012147	0.001584	0.061396	0.002125	0.004305	0.004096	0.001719	0.002841	0.003567
420	0.001135	0.011963	0.001341	0.061263	0.002170	0.005111	0.005366	0.001543	0.002773	0.003905
430	0.001382	0.011264	0.001843	0.060735	0.002512	0.004867	0.005758	0.001641	0.003569	0.003881
440	0.001386	0.011020	0.001731	0.061359	0.003338	0.005282	0.006211	0.001740	0.004108	0.003482
450	0.001410	0.011090	0.001374	0.061299	0.003735	0.004684	0.005344	0.001393	0.004867	0.003080
460	0.001219	0.011085	0.001248	0.061582	0.003691	0.004462	0.006920	0.001400	0.004592	0.002522
470	0.001649	0.011058	0.001249	0.061726	0.003685	0.004176	0.006959	0.001521	0.004448	0.002334
480	0.001757	0.010582	0.001451	0.062232	0.003521	0.004828	0.007227	0.000897	0.004441	0.002357
490	0.001899	0.010907	0.001407	0.061972	0.003721	0.005563	0.008141	0.001199	0.004710	0.003457
500	0.001566	0.012038	0.000953	0.061350	0.004226	0.005618	0.008311	0.001022	0.005085	0.003520
510	0.001836	0.012529	0.001078	0.060696	0.003575	0.006472	0.008878	0.001530	0.005161	0.003668
520	0.001605	0.013067	0.000720	0.062553	0.003354	0.005879	0.009943	0.001179	0.005040	0.003437
