essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.666667,24,0.0034568,0.017609,0.0693332,0.0919124,0.0067432,0.0263916
0.722222,24,0.0040554,0.019013,0.0651022,0.0884852,0.0076224,0.0277398
0.777778,24,0.0054116,0.0219706,0.0644924,0.0881246,0.0095712,0.0304722
0.833333,24,0.0119638,0.0322214,0.0533214,0.0817596,0.0175272,0.0382842
0.888889,24,0.0541292,0.0603858,0.0204314,0.0530024,0.0643504,0.062511
0.944444,24,0.0435602,0.0512014,0.2803344,0.3720032,0.0793636,0.0501742
1,24,0.0372634,0.0400326,0.5254738,0.2863216,0.0978148,0.0395606
0.5,28,0.0027586,0.015612,0.0699956,0.0912406,0.0057022,0.0241158
0.555556,28,0.0028966,0.016009,0.0677318,0.0885206,0.0059242,0.0245006
0.611111,28,0.003135,0.0166414,0.0668598,0.0870594,0.0063008,0.0251612
0.666667,28,0.00342,0.0175362,0.0691442,0.0907522,0.0067646,0.0259704
0.722222,28,0.0041632,0.0191426,0.0658062,0.0883604,0.007758,0.0273026
0.777778,28,0.0053244,0.021679,0.0673448,0.0893562,0.009646,0.0300976
0.833333,28,0.0131222,0.0337214,0.0531768,0.081539,0.018858,0.0382448
0.888889,28,0.0573422,0.0613468,0.0197136,0.0523028,0.0679654,0.0610084
0.944444,28,0.0444208,0.0499154,0.2732186,0.3422584,0.0806992,0.0483126
1,28,0.034157,0.0377212,0.5100748,0.251305,0.0974916,0.0371072
0.5,32,0.0027618,0.0156756,0.07138,0.089407,0.0057154,0.023789
0.555556,32,0.0028866,0.0159894,0.0718536,0.0895518,0.005942,0.024201
0.611111,32,0.0031376,0.0166376,0.0699284,0.0891668,0.0063258,0.0247748
0.666667,32,0.0034182,0.0174132,0.0676762,0.0870464,0.006739,0.0254776
0.722222,32,0.0039914,0.018686,0.0699536,0.0916666,0.0077272,0.0270128
0.777778,32,0.0057604,0.0223388,0.0676058,0.0895178,0.0102034,0.0300326
0.833333,32,0.0148006,0.0352092,0.0526254,0.0832092,0.020792,0.038559
0.888889,32,0.0609556,0.0622958,0.0173914,0.0496862,0.0713666,0.0598754
0.944444,32,0.0397408,0.0482144,0.2874236,0.338986,0.0775312,0.0452664
1,32,0.0266186,0.0304644,0.5502304,0.2048096,0.0924424,0.0330966
0.5,36,0.0026916,0.0152958,0.0743522,0.0913564,0.0057686,0.0236962
0.555556,36,0.0028826,0.0158306,0.0705748,0.089624,0.0059514,0.023856
0.611111,36,0.0032088,0.0166992,0.0668896,0.0888646,0.0064042,0.024426
0.666667,36,0.003445,0.0172512,0.069623,0.088425,0.0069018,0.0253682
0.722222,36,0.0040962,0.018807,0.072498,0.0924488,0.0079094,0.0268
0.777778,36,0.006188,0.0229866,0.0622666,0.0854312,0.0105902,0.0297828
0.833333,36,0.0137948,0.0343052,0.0597624,0.0842154,0.020136,0.037981
0.888889,36,0.0618548,0.0610816,0.0184552,0.0504376,0.0730246,0.0583098
0.944444,36,0.0385504,0.0466382,0.2912948,0.3161164,0.077623,0.0434358
1,36,0.0240364,0.0282446,0.5661268,0.1682988,0.0899978,0.0308246
0.5,40,0.0026232,0.0150354,0.0790244,0.0944844,0.0056978,0.0232368
0.555556,40,0.002851,0.015703,0.0721136,0.0880478,0.0059732,0.0236134
0.611111,40,0.0030258,0.016171,0.0735504,0.0903472,0.0063226,0.0242684
0.666667,40,0.00341,0.0170716,0.0761496,0.091977,0.0069594,0.0251764
0.722222,40,0.0043888,0.0193546,0.0636962,0.0847432,0.0080778,0.0263876
0.777778,40,0.0057868,0.0223896,0.0693098,0.089408,0.0102716,0.0292316
0.833333,40,0.0156886,0.0362954,0.0499174,0.0778618,0.0218748,0.037985
0.888889,40,0.0616898,0.0605724,0.0189628,0.0510932,0.0737622,0.0566122
0.944444,40,0.0441548,0.0490596,0.2634908,0.3067926,0.0806278,0.0441212
1,40,0.0247576,0.027689,0.5411772,0.1525102,0.0906188,0.0302452
