T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000331	0.000422	0.000285	0.000289	0.000241	0.000299	0.000482	0.000472	0.000439	0.000394
20	0.000712	0.000880	0.000661	0.000534	0.000492	0.000853	0.000858	0.000912	0.000715	0.000875
30	0.000975	0.001149	0.001417	0.000917	0.000777	0.001113	0.001362	0.001787	0.001677	0.001157
40	0.001475	0.001546	0.002346	0.001421	0.001250	0.001537	0.001740	0.002263	0.002167	0.001745
50	0.001335	0.002287	0.002472	0.001466	0.002146	0.002170	0.002434	0.002708	0.003339	0.001646
60	0.001540	0.002708	0.002894	0.001885	0.002717	0.002819	0.002935	0.002827	0.003647	0.002458
70	0.001863	0.002584	0.003284	0.002073	0.002941	0.003789	0.003244	0.003407	0.004568	0.002837
80	0.002122	0.002728	0.003517	0.002677	0.004002	0.003786	0.004314	0.004060	0.004292	0.004263
90	0.002530	0.003019	0.004013	0.002895	0.004712	0.003854	0.005418	0.004464	0.004959	0.005137
100	0.002970	0.003615	0.005112	0.003608	0.006206	0.003770	0.005229	0.004387	0.005396	0.005822
110	0.003771	0.004195	0.006045	0.004138	0.006229	0.004712	0.005630	0.004121	0.005611	0.006309
120	0.003729	0.004590	0.006413	0.004758	0.006536	0.005478	0.005006	0.004689	0.006043	0.007380
130	0.004098	0.004961	0.006998	0.005983	0.006174	0.006738	0.004658	0.004654	0.006663	0.006948
140	0.004192	0.005721	0.007911	0.007140	0.006420	0.006186	0.004685	0.005811	0.007612	0.008737
150	0.004905	0.005731	0.008686	0.007978	0.005819	0.006811	0.005342	0.006033	0.008136	0.008725
160	0.004782	0.005736	0.008999	0.008349	0.006217	0.006439	0.005580	0.005886	0.008071	0.009506
170	0.005312	0.005884	0.009365	0.008281	0.006154	0.006180	0.005946	0.005520	0.007255	0.008412
180	0.005439	0.004962	0.009833	0.008655	0.006098	0.006797	0.006333	0.005507	0.007713	0.008425
190	0.005493	0.005190	0.011600	0.007969	0.006198	0.006155	0.006071	0.005813	0.008177	0.008021
200	0.005804	0.004171	0.012059	0.007882	0.005464	0.005753	0.005908	0.005328	0.007745	0.006901
210	0.005403	0.003461	0.012655	0.008812	0.004491	0.004769	0.005307	0.005816	0.007949	0.006253
220	0.004999	0.003176	0.013214	0.008412	0.003926	0.004544	0.005226	0.005333	0.007533	0.006555
230	0.005184	0.003145	0.012653	0.008031	0.003074	0.004448	0.004978	0.004892	0.006384	0.004656
240	0.005049	0.003471	0.011955	0.007862	0.002969	0.004345	0.005187	0.005539	0.005682	0.004564
250	0.005252	0.003821	0.011191	0.006598	0.003435	0.004025	0.005701	0.005606	0.005427	0.003949
260	0.004906	0.003225	0.009837	0.005869	0.003199	0.003736	0.004528	0.005278	0.004654	0.003978
270	0.005203	0.003309	0.008299	0.005759	0.002946	0.003362	0.004579	0.005095	0.004050	0.003743
280	0.004233	0.003177	0.008933	0.006263	0.002792	0.003460	0.004306	0.004433	0.003970	0.004294
290	0.004139	0.003351	0.008852	0.006361	0.002897	0.003109	0.004283	0.004564	0.003748	0.004157
300	0.003988	0.003590	0.007710	0.005274	0.002764	0.002993	0.003646	0.004633	0.003502	0.004099
310	0.004149	0.003500	0.007052	0.004163	0.003079	0.002875	0.003446	0.004678	0.003819	0.003967
320	0.004800	0.004164	0.007126	0.003356	0.003214	0.003227	0.003817	0.004247	0.003949	0.003892
330	0.005181	0.004355	0.006091	0.003229	0.003379	0.003936	0.003296	0.004358	0.004073	0.003919
340	0.005246	0.004245	0.005375	0.003239	0.003293	0.003668	0.003835	0.003724	0.003722	0.003923
