T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.183055	0.180077	0.170768	0.180402	0.181041	0.176758	0.176437	0.171942	0.179685	0.174555
20	0.176492	0.174127	0.174177	0.170867	0.178427	0.173308	0.182774	0.177054	0.175597	0.174337
30	0.173479	0.178631	0.183644	0.176387	0.175628	0.181146	0.177418	0.174926	0.179468	0.175641
40	0.174025	0.177080	0.180370	0.171527	0.178858	0.176031	0.175570	0.177339	0.174279	0.174976
50	0.175633	0.170871	0.176763	0.179941	0.180659	0.175020	0.173141	0.174767	0.175547	0.177132
60	0.178798	0.176036	0.175010	0.170951	0.179375	0.174314	0.177102	0.170501	0.175352	0.178835
70	0.176036	0.173153	0.172692	0.176011	0.180334	0.180489	0.179703	0.176776	0.170653	0.176511
80	0.172214	0.169677	0.177018	0.175752	0.174048	0.173839	0.176131	0.182038	0.176420	0.171000
90	0.176534	0.175481	0.171782	0.176122	0.179083	0.178029	0.173631	0.181359	0.176219	0.174199
100	0.179407	0.177617	0.174555	0.177958	0.176724	0.168998	0.174276	0.171301	0.176777	0.176196
110	0.176945	0.171820	0.172673	0.180779	0.178243	0.173012	0.176156	0.176209	0.174336	0.176983
120	0.173781	0.176921	0.178064	0.175612	0.174390	0.173588	0.169590	0.180087	0.177385	0.172101
130	0.175271	0.174808	0.176921	0.172810	0.175903	0.174516	0.174744	0.179307	0.168825	0.180533
140	0.174369	0.174771	0.176148	0.169924	0.176611	0.172293	0.183452	0.168172	0.169828	0.176315
150	0.176722	0.178543	0.173973	0.172340	0.174720	0.175609	0.170862	0.179018	0.173685	0.171341
160	0.174490	0.176918	0.181986	0.173770	0.182322	0.173508	0.177023	0.179710	0.176186	0.178518
170	0.174881	0.182299	0.175053	0.179758	0.173147	0.176522	0.178887	0.170228	0.175013	0.171014
180	0.178481	0.173821	0.169854	0.173631	0.173854	0.174426	0.176403	0.176641	0.174527	0.179429
190	0.177033	0.176451	0.175953	0.177207	0.172589	0.172180	0.172166	0.177960	0.182309	0.175427
200	0.179253	0.172108	0.169314	0.174251	0.175427	0.174096	0.180115	0.167189	0.178254	0.172296
210	0.169767	0.174139	0.173257	0.176298	0.177289	0.171380	0.174826	0.173854	0.175877	0.174547
220	0.171580	0.173319	0.171828	0.179626	0.168675	0.169101	0.161225	0.173593	0.173059	0.172818
230	0.166619	0.170866	0.172554	0.174852	0.171776	0.165703	0.166583	0.173619	0.169387	0.173281
240	0.156937	0.159624	0.168219	0.173336	0.166413	0.166489	0.171961	0.167794	0.169474	0.165638
250	0.157360	0.162439	0.174463	0.176691	0.157220	0.167554	0.165457	0.162455	0.173024	0.164737
260	0.156824	0.161842	0.166602	0.172347	0.162197	0.162797	0.167739	0.159303	0.169380	0.167799
270	0.148720	0.151385	0.167933	0.177740	0.154845	0.160564	0.165539	0.159808	0.170843	0.160112
280	0.146004	0.151062	0.167878	0.171986	0.151526	0.159557	0.160749	0.153180	0.170790	0.155814
