T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.500015	0.499895	0.500149	0.500026	0.500019	0.500162	0.499812	0.499881	0.499876	0.499758
20	0.499562	0.499705	0.500207	0.500200	0.499838	0.499827	0.499407	0.499189	0.499659	0.499141
30	0.498932	0.499240	0.499605	0.499704	0.499679	0.498950	0.498389	0.498481	0.499522	0.498054
40	0.498112	0.498455	0.499671	0.499429	0.499144	0.497918	0.497170	0.496840	0.499333	0.496743
50	0.496583	0.497463	0.499352	0.498859	0.498581	0.495899	0.495239	0.496373	0.498706	0.496739
60	0.495388	0.495962	0.498344	0.498698	0.498002	0.494144	0.494744	0.495206	0.497835	0.495926
70	0.493017	0.494653	0.497891	0.497652	0.496324	0.492876	0.492805	0.492952	0.496188	0.495353
80	0.490818	0.492784	0.496695	0.495887	0.494398	0.490274	0.490176	0.490356	0.494651	0.493795
90	0.487049	0.490400	0.494808	0.495634	0.491284	0.485441	0.486536	0.487315	0.492687	0.492145
100	0.482484	0.486656	0.493359	0.493865	0.489199	0.481684	0.482367	0.483919	0.490114	0.489073
110	0.476417	0.482045	0.490749	0.492381	0.485490	0.476805	0.476825	0.479234	0.488222	0.486876
120	0.468932	0.478276	0.487408	0.490907	0.480830	0.470331	0.470516	0.472389	0.485887	0.483106
130	0.458653	0.470084	0.484466	0.487683	0.473632	0.459385	0.461699	0.466581	0.483000	0.477418
140	0.446981	0.460112	0.478410	0.484475	0.462169	0.452748	0.452821	0.457507	0.476948	0.469225
150	0.431856	0.448287	0.474321	0.479785	0.449883	0.440447	0.442257	0.446728	0.470366	0.461258
160	0.419204	0.430344	0.469845	0.473926	0.434679	0.426158	0.429175	0.430953	0.464166	0.451392
170	0.398849	0.410085	0.465144	0.467987	0.417700	0.411120	0.413560	0.418722	0.455786	0.437219
180	0.380822	0.391172	0.457979	0.460391	0.394028	0.396277	0.402333	0.401641	0.445524	0.417297
190	0.356401	0.372751	0.451160	0.453929	0.369950	0.377990	0.384725	0.382083	0.435118	0.392426
200	0.335244	0.347102	0.439729	0.443912	0.344898	0.362077	0.368544	0.363139	0.422781	0.369382
210	0.307597	0.325039	0.426264	0.432191	0.318734	0.343061	0.354100	0.343380	0.408563	0.344959
220	0.283512	0.301496	0.415957	0.419916	0.295818	0.333618	0.338205	0.323629	0.392839	0.320207
230	0.260953	0.279583	0.403007	0.407897	0.277069	0.318948	0.319940	0.305392	0.380042	0.293252
240	0.240809	0.255352	0.392750	0.393018	0.256292	0.303589	0.309905	0.290445	0.367496	0.274997
250	0.219473	0.239361	0.380036	0.376259	0.236942	0.288820	0.299840	0.276685	0.353837	0.257230
260	0.200355	0.224155	0.367345	0.357457	0.223698	0.279573	0.289984	0.263287	0.344695	0.236989
270	0.188839	0.213730	0.354411	0.339251	0.210865	0.271081	0.281684	0.248998	0.335015	0.222846
280	0.181362	0.201596	0.343073	0.323490	0.199379	0.262424	0.275828	0.238174	0.323447	0.207044
290	0.172607	0.193832	0.330792	0.304505	0.193750	0.254254	0.267816	0.230538	0.311286	0.193586
300	0.163285	0.183005	0.321706	0.292729	0.184591	0.245104	0.259451	0.224045	0.302463	0.182324
310	0.159203	0.177202	0.313158	0.278038	0.174950	0.237129	0.256596	0.213831	0.292045	0.176439
320	0.150932	0.170780	0.302386	0.266290	0.171432	0.232192	0.252240	0.205455	0.282886	0.167276
330	0.144716	0.163915	0.295356	0.250802	0.164987	0.226235	0.245934	0.196449	0.274144	0.157709
340	0.137671	0.158830	0.286530	0.241929	0.162859	0.218337	0.240637	0.192491	0.265761	0.153493
350	0.134691	0.155475	0.278684	0.233447	0.158111	0.212101	0.238202	0.183981	0.256848	0.147306
360	0.129366	0.150636	0.271193	0.227489	0.156396	0.206163	0.232750	0.182505	0.247686	0.142345
370	0.127736	0.147603	0.262807	0.219179	0.153112	0.201052	0.226978	0.176897	0.238983	0.140370
380	0.123624	0.141899	0.255062	0.210576	0.150580	0.195504	0.224566	0.170964	0.228554	0.138847
