essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.5,8,0.0045006,0.0195062,0,0,0.0044988,0.0235592
0.555556,8,0.004495,0.0195038,0,0,0.0044928,0.0235484
0.611111,8,0.0044924,0.0194968,0,0,0.0044924,0.023545
0.666667,8,0.0044924,0.0195062,0,0,0.0044922,0.0235428
0.722222,8,0.004493,0.019511,0,0,0.004491,0.023541
0.777778,8,0.0044908,0.019501,0,0,0.0044904,0.0235436
0.833333,8,0.00452,0.019535,0,0,0.0045222,0.0236228
0.888889,8,0.0045126,0.0195236,0,0,0.0045122,0.0235968
0.944444,8,0.004506,0.019511,0,0,0.0045028,0.0235666
1,8,0.0045968,0.0182376,0,0,0.004596,0.022562
0.5,16,0.0047502,0.0200532,0,0,0.0047522,0.0178072
0.555556,16,0.0048284,0.0201428,0,0,0.004826,0.0179364
0.611111,16,0.0048838,0.0202602,0,0,0.0048812,0.0180412
0.666667,16,0.0050314,0.020552,0,0,0.0050278,0.018306
0.722222,16,0.0052048,0.0209288,0,0,0.0052088,0.0186386
0.777778,16,0.0054858,0.0214764,0,0,0.005485,0.019124
0.833333,16,0.00607,0.0225772,0,0,0.0060684,0.0201172
0.888889,16,0.0074878,0.0249818,0,0,0.0074864,0.0223358
0.944444,16,0.0157952,0.035746,0,0,0.015795,0.0323224
1,16,0.0617776,0.0597652,0,0,0.0617724,0.0619548
0.5,24,0.004874,0.0201998,0,0,0.004875,0.0152528
0.555556,24,0.0049222,0.020306,0,0,0.0049242,0.0153292
0.611111,24,0.0050076,0.0204976,0,0,0.0050084,0.0154656
0.666667,24,0.005239,0.0209458,0,0,0.0052398,0.0158166
0.722222,24,0.005469,0.0213696,0,0,0.005471,0.0161608
0.777778,24,0.0059344,0.0222474,0,0,0.0059374,0.0168306
0.833333,24,0.006826,0.0238346,0,0,0.0068244,0.018045
0.888889,24,0.0093942,0.02788,0,0,0.0093962,0.0211584
0.944444,24,0.0270172,0.045148,0,0,0.027007,0.0354742
1,24,0.0790436,0.0629852,0,0,0.0790382,0.0579524
0.5,32,0.004872,0.020187,0,0,0.004862,0.013648
0.555556,32,0.0050092,0.0203912,0,0,0.0050136,0.0138432
0.611111,32,0.00505,0.02052,0,0,0.005055,0.013906
0.666667,32,0.0053736,0.0210666,0,0,0.005376,0.0143254
0.722222,32,0.0056484,0.0216614,0,0,0.0056364,0.0146746
0.777778,32,0.006154,0.0226478,0,0,0.006157,0.0153498
0.833333,32,0.007341,0.024632,0,0,0.0073304,0.0167304
0.888889,32,0.0108612,0.0298238,0,0,0.010849,0.0203348
0.944444,32,0.0341174,0.0492738,0,0,0.03411,0.0353564
1,32,0.0873024,0.0634582,0,0,0.0872862,0.0534934
0.5,40,0.0049246,0.0201802,0,0,0.0049258,0.0126494
0.555556,40,0.0050492,0.0204076,0,0,0.005047,0.0128044
0.611111,40,0.0052402,0.0207452,0,0,0.00524,0.013039
0.666667,40,0.0054522,0.0211416,0,0,0.0054514,0.013298
0.722222,40,0.0057144,0.0217292,0,0,0.0057086,0.0136278
0.777778,40,0.0063362,0.0228774,0,0,0.0063378,0.0143536
0.833333,40,0.00758,0.025039,0,0,0.007573,0.015698
0.888889,40,0.0118478,0.0309888,0,0,0.0118556,0.0195918
0.944444,40,0.0382084,0.0515242,0,0,0.0382338,0.0343498
1,40,0.0919466,0.0633508,0,0,0.0919464,0.0498346
