essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.5,4,0.009665,0.0290014,0.0288324,0.0571604,0.0135296,0.0658574
0.555556,4,0.0173404,0.0377582,0.0257686,0.0534618,0.02438,0.0871338
0.611111,4,0.0590664,0.0588334,0.023902,0.0461138,0.0880862,0.152446
0.666667,4,0.165542,0.088802,0.9598256,0.0591828,0.2550456,0.0494048
0.722222,4,0.1691136,0.0898208,0.9493298,0.068714,0.2594468,0.0542704
0.777778,4,0.1798196,0.0986804,0.9154586,0.0950906,0.274542,0.0771472
0.833333,4,0.4733466,0.0935422,0.942886,0.0751534,0.489203,0.0581932
0.888889,4,0.4870144,0.0884122,0.9561202,0.062487,0.4967696,0.0412958
0.944444,4,0.492043,0.0885112,0.960846,0.0572892,0.4987394,0.0360728
1,4,0.4992736,0.08779,0.9636284,0.054336,0.5000102,0.0334484
0.5,8,0.0127022,0.0325748,0.0268472,0.0540636,0.0179306,0.0644162
0.555556,8,0.0350382,0.0500022,0.0191366,0.0455962,0.0467568,0.0976974
0.611111,8,0.1198514,0.0659404,0.0135434,0.0338328,0.154431,0.1453188
0.666667,8,0.2029338,0.0660042,0.9207968,0.0963578,0.2539624,0.0605096
0.722222,8,0.2515938,0.0767716,0.8750484,0.123453,0.3000308,0.0730286
0.777778,8,0.3444818,0.0606684,0.9268808,0.088331,0.3711188,0.0532926
0.833333,8,0.3626924,0.0582874,0.9259758,0.089056,0.3848962,0.051927
0.888889,8,0.4229212,0.072953,0.8887926,0.1166624,0.437067,0.0699798
0.944444,8,0.4892204,0.0558796,0.9394128,0.078612,0.4920972,0.047324
1,8,0.500165,0.0523864,0.947972,0.070156,0.5000986,0.0416258
0.5,12,0.0140408,0.0337992,0.0259464,0.0526126,0.0195812,0.0628326
0.555556,12,0.0497438,0.055463,0.0143424,0.0391286,0.0627548,0.0999834
0.611111,12,0.141128,0.065838,0.0114078,0.0345552,0.1701938,0.1311214
0.666667,12,0.1986866,0.0675128,0.8217712,0.1329386,0.2544234,0.065559
0.722222,12,0.2661024,0.0684606,0.8038486,0.1336238,0.3141384,0.064436
0.777778,12,0.3184348,0.0633656,0.8245714,0.1338908,0.3537268,0.0602724
0.833333,12,0.3872596,0.0573684,0.8805884,0.115927,0.4053056,0.0549166
0.888889,12,0.4186824,0.0538674,0.8898708,0.1093568,0.4303386,0.0522878
0.944444,12,0.4763976,0.054549,0.90339,0.1008332,0.4801366,0.0524446
1,12,0.4996736,0.0475434,0.9250674,0.0873534,0.4996814,0.0449478
0.5,16,0.0161778,0.0354486,0.0254014,0.0515106,0.0219164,0.0629676
0.555556,16,0.0594,0.0580352,0.0128748,0.036697,0.0732082,0.0996282
0.611111,16,0.150359,0.0642424,0.0115026,0.036339,0.177216,0.1209956
0.666667,16,0.1891858,0.0681304,0.5619058,0.1381756,0.2568198,0.0780632
0.722222,16,0.164429,0.0796372,0.3097274,0.1247654,0.3159296,0.0806316
0.777778,16,0.1784906,0.0895364,0.1771214,0.0952272,0.3553938,0.084245
0.833333,16,0.289291,0.0961154,0.243422,0.1332478,0.3928246,0.0807108
0.888889,16,0.4267538,0.054106,0.8009194,0.1410134,0.4385854,0.0533272
0.944444,16,0.4663708,0.0522098,0.8364624,0.1327616,0.4709684,0.0524684
