essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.722222,12,0.0242436,0.0433908,0.0216706,0.0490736,0.0319838,0.0639064
0.777778,12,0.0752124,0.0633016,0.0111108,0.0306012,0.0954178,0.0985488
0.833333,12,0.1274282,0.0673168,0.013728,0.0302632,0.1638194,0.1154306
0.888889,12,0.0890434,0.062702,0.437588,0.4785346,0.1643916,0.083783
0.944444,12,0.1242626,0.0750948,0.4793372,0.4762338,0.197633,0.0856782
1,12,0.1485552,0.0778816,0.5605522,0.4561032,0.2248298,0.083811
0.5,16,0.0052538,0.021174,0.0304794,0.0576068,0.00764,0.0318518
0.555556,16,0.0060728,0.0227704,0.030372,0.0576758,0.0088372,0.0341578
0.611111,16,0.007705,0.025622,0.0288342,0.056095,0.0110074,0.0377534
0.666667,16,0.011982,0.0314774,0.0268058,0.0538692,0.0166336,0.0453672
0.722222,16,0.030528,0.0476142,0.0189734,0.0456356,0.0394346,0.0655212
0.777778,16,0.089025,0.063615,0.0083872,0.0267524,0.1090964,0.0941956
0.833333,16,0.1382196,0.068268,0.0109452,0.027194,0.173858,0.1061752
0.888889,16,0.1310652,0.073636,0.0726346,0.1087688,0.2145026,0.1042276
0.944444,16,0.1483948,0.077065,0.3614562,0.3826502,0.2196934,0.0853974
1,16,0.0890524,0.0607084,0.7435936,0.1164172,0.2069372,0.05811
0.5,20,0.005206,0.021031,0.0309368,0.0572908,0.0077096,0.0313154
0.555556,20,0.006126,0.0227258,0.0301718,0.056748,0.008986,0.0335078
0.611111,20,0.0078428,0.025708,0.0289436,0.0556908,0.0112158,0.0369598
0.666667,20,0.0125572,0.0321104,0.0267082,0.053511,0.0172544,0.044645
0.722222,20,0.035471,0.050163,0.0168078,0.042623,0.044549,0.065712
0.777778,20,0.0969878,0.0639268,0.0069692,0.024619,0.1164674,0.0900948
0.833333,20,0.1485434,0.0667366,0.008783,0.0259822,0.1796024,0.099367
0.888889,20,0.1499978,0.0728352,0.0399078,0.064354,0.2240474,0.0994992
0.944444,20,0.1282162,0.0721876,0.469772,0.231077,0.2053298,0.0728876
1,20,0.070277,0.0494422,0.6511284,0.0970236,0.203979,0.0496202
0.5,24,0.0052358,0.020928,0.03131,0.0569544,0.007796,0.0309338
0.555556,24,0.0063282,0.0228918,0.0299622,0.0558522,0.0092048,0.0331312
0.611111,24,0.0078772,0.0256634,0.0312124,0.0573916,0.011417,0.0368458
0.666667,24,0.0129256,0.0323762,0.0263172,0.0527008,0.0176532,0.044043
0.722222,24,0.0379516,0.0511504,0.0155266,0.0407864,0.046901,0.0647332
0.777778,24,0.1058168,0.064315,0.005936,0.0234828,0.1228662,0.086936
0.833333,24,0.1566006,0.0653028,0.0077646,0.0259032,0.184411,0.0942152
0.888889,24,0.1703586,0.071756,0.039788,0.0716278,0.2280822,0.094093
0.944444,24,0.1088878,0.0580812,0.4736894,0.1533164,0.1993336,0.0631926
1,24,0.0754824,0.052071,0.585752,0.111309,0.2036516,0.0482632
0.5,28,0.0052578,0.0208826,0.0314786,0.0572928,0.0078666,0.0306122
0.555556,28,0.006181,0.0227,0.0318862,0.0570442,0.0091008,0.0326748
0.611111,28,0.0080846,0.0257684,0.0289484,0.054926,0.0116624,0.036393
0.666667,28,0.0129718,0.0323204,0.0268096,0.0530838,0.0176862,0.0432798
0.722222,28,0.0403846,0.0517368,0.0145006,0.0386158,0.0504796,0.0649504
0.777778,28,0.1071516,0.0647596,0.0057544,0.0234564,0.1239822,0.0842254
0.833333,28,0.1636442,0.0640874,0.0070486,0.0264888,0.1867796,0.090065
0.888889,28,0.1673096,0.0700942,0.0272008,0.0575182,0.2304298,0.089635
0.944444,28,0.0958718,0.0560148,0.4823138,0.1285566,0.1923522,0.0587276
1,28,0.0909868,0.0554578,0.5097848,0.1306124,0.209872,0.049135
0.5,32,0.0052388,0.0206782,0.0299614,0.0543476,0.007809,0.030063
0.555556,32,0.0059236,0.022099,0.0334242,0.0574914,0.0088964,0.0323024
0.611111,32,0.008543,0.0261402,0.0293996,0.0554308,0.0120058,0.036053
0.666667,32,0.0136594,0.0326232,0.026047,0.0514972,0.0183014,0.0429398
0.722222,32,0.0414906,0.0523234,0.0147678,0.0386134,0.0507478,0.0637576
0.777778,32,0.1100312,0.0635538,0.0056506,0.0235368,0.1272812,0.0816894
0.833333,32,0.1646682,0.0636336,0.0080174,0.0292292,0.18763,0.0865856
0.888889,32,0.1955784,0.0649434,0.0368688,0.0702376,0.2326418,0.086134
0.944444,32,0.0543106,0.0443082,0.679631,0.116838,0.1528462,0.0438038
1,32,0.0897762,0.0540152,0.4495346,0.122598,0.2135936,0.0486054
0.5,36,0.00506,0.0204178,0.0313508,0.0550324,0.0076218,0.0295958
0.555556,36,0.0060342,0.0221392,0.0318752,0.0563758,0.0090472,0.0320514
0.611111,36,0.00834,0.0257382,0.0290892,0.0527092,0.0118324,0.0356576
0.666667,36,0.0137318,0.0327868,0.0268624,0.0515072,0.0186484,0.0431354
0.722222,36,0.045085,0.0524236,0.013745,0.0365294,0.0550364,0.063781
0.777778,36,0.1109808,0.0637344,0.005888,0.0245312,0.1285214,0.0796754
0.833333,36,0.167841,0.0634332,0.0092498,0.0321012,0.1903742,0.0838358
0.888889,36,0.1495846,0.0580296,0.28578,0.0736978,0.1966062,0.0714866
0.944444,36,0.071077,0.047731,0.6182124,0.1229186,0.1605054,0.0464484
1,36,0.1057986,0.058839,0.3686506,0.1311264,0.2259322,0.051045
0.5,40,0.0051794,0.02026,0.0344608,0.057989,0.0079526,0.03008
0.555556,40,0.0062666,0.0221432,0.0315498,0.055107,0.0092548,0.0318078
0.611111,40,0.0083248,0.0256174,0.0289808,0.0529028,0.0118966,0.0353888
0.666667,40,0.0145706,0.0333104,0.0258354,0.0503458,0.0195232,0.043067
0.722222,40,0.0464716,0.053652,0.0134316,0.0359108,0.0555586,0.0629784
0.777778,40,0.1159764,0.0641312,0.005951,0.025306,0.1314958,0.0782294
0.833333,40,0.1678472,0.0631282,0.0083848,0.030551,0.190634,0.0815144
0.888889,40,0.1371054,0.0550652,0.3347152,0.079167,0.1866082,0.066094
0.944444,40,0.0752854,0.048865,0.5658984,0.1207586,0.1645936,0.0465772
1,40,0.094612,0.0536388,0.4634412,0.1167126,0.2060488,0.0455314
