essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.5,4,0.005673,0.0218864,0,0,0.00567,0.0388984
0.555556,4,0.0060692,0.0225294,0,0,0.0060658,0.0402252
0.611111,4,0.0067262,0.0237734,0,0,0.0067234,0.0423588
0.666667,4,0.0077154,0.0254528,0,0,0.0077174,0.0453728
0.722222,4,0.0096174,0.0283136,0,0,0.0096198,0.0506128
0.777778,4,0.0154624,0.0354514,0,0,0.0154636,0.0640008
0.833333,4,0.0475804,0.0558834,0,0,0.047595,0.1098928
0.888889,4,0.1234438,0.0649796,0,0,0.1234374,0.167588
0.944444,4,0.1904698,0.0626322,0,0,0.1904402,0.198762
1,4,0.2499194,0.0592706,0,0,0.249919,0.2184728
0.5,8,0.0065932,0.0233164,0,0,0.0065974,0.0317746
0.555556,8,0.007355,0.024734,0,0,0.0073614,0.0335688
0.611111,8,0.0088,0.0268892,0,0,0.0087994,0.0366456
0.666667,8,0.0119512,0.0311944,0,0,0.011944,0.042648
0.722222,8,0.0214034,0.0406606,0,0,0.0213962,0.0565946
0.777778,8,0.06793,0.0609322,0,0,0.0679342,0.0963544
0.833333,8,0.1384674,0.0641262,0,0,0.138463,0.1282334
0.888889,8,0.2006688,0.0616018,0,0,0.2006784,0.1464958
0.944444,8,0.2525812,0.0583818,0,0,0.2525636,0.1576696
1,8,0.300978,0.0560942,0,0,0.300958,0.1657356
0.5,12,0.006916,0.0237992,0,0,0.0069192,0.0281966
0.555556,12,0.0080536,0.025587,0,0,0.0080446,0.0303604
0.611111,12,0.0099454,0.028333,0,0,0.0099416,0.0337144
0.666667,12,0.0147044,0.0337922,0,0,0.0147068,0.0407588
0.722222,12,0.0323024,0.048247,0,0,0.0322994,0.0594778
0.777778,12,0.0956964,0.06371,0,0,0.095691,0.0943082
0.833333,12,0.1616914,0.062734,0,0,0.1617134,0.1137082
0.888889,12,0.2187122,0.0606632,0,0,0.2187214,0.1255932
0.944444,12,0.267911,0.057323,0,0,0.2679312,0.133124
1,12,0.312487,0.0540552,0,0,0.3124854,0.1382432
0.5,16,0.0070134,0.0240504,0,0,0.006997,0.0259238
0.555556,16,0.0081724,0.0258288,0,0,0.0081764,0.0279952
0.611111,16,0.0102136,0.029094,0,0,0.0102174,0.0313818
0.666667,16,0.0166112,0.0357898,0,0,0.0166016,0.0394878
0.722222,16,0.0395022,0.0518604,0,0,0.0394802,0.0593396
0.777778,16,0.1054534,0.0634188,0,0,0.1054904,0.0875218
0.833333,16,0.1719302,0.0622556,0,0,0.171893,0.1029126
0.888889,16,0.2289856,0.0589408,0,0,0.2289428,0.112039
0.944444,16,0.2742054,0.0557748,0,0,0.2742052,0.1174712
1,16,0.316956,0.0543728,0,0,0.3169578,0.1217946
0.5,20,0.0073048,0.0242146,0,0,0.0073068,0.0247664
0.555556,20,0.0085886,0.0262608,0,0,0.0085992,0.0268738
0.611111,20,0.0110468,0.0296176,0,0,0.0110342,0.030339
0.666667,20,0.0175574,0.0364006,0,0,0.0175652,0.0378776
0.722222,20,0.0448004,0.0542204,0,0,0.044782,0.0585672
0.777778,20,0.1152592,0.0634452,0,0,0.115227,0.0830736
0.833333,20,0.178719,0.0621324,0,0,0.1787672,0.0953158
0.888889,20,0.232659,0.058198,0,0,0.2326596,0.1022714
0.944444,20,0.2792254,0.0560114,0,0,0.2792674,0.1071128
1,20,0.3206744,0.0546896,0,0,0.320678,0.1106216
0.5,24,0.0074668,0.0242832,0,0,0.0074578,0.0237758
0.555556,24,0.008825,0.0262338,0,0,0.0088292,0.0257818
0.611111,24,0.0113978,0.0298392,0,0,0.011393,0.0293586
0.666667,24,0.0191772,0.038295,0,0,0.0191714,0.0378822
0.722222,24,0.0468986,0.0546002,0,0,0.0469038,0.0566128
0.777778,24,0.1208526,0.0638204,0,0,0.1208724,0.079346
0.833333,24,0.1808174,0.0608894,0,0,0.1808264,0.0887444
0.888889,24,0.2356042,0.0581058,0,0,0.235621,0.0951434
0.944444,24,0.28111,0.0565384,0,0,0.2810836,0.099468
1,24,0.323274,0.0545476,0,0,0.3232392,0.102387
0.5,28,0.0076988,0.0244568,0,0,0.0076946,0.0231882
0.555556,28,0.0088814,0.026362,0,0,0.0088834,0.0249536
0.611111,28,0.0119498,0.0300148,0,0,0.0119472,0.028673
0.666667,28,0.018319,0.037115,0,0,0.0183134,0.0354874
0.722222,28,0.0508234,0.0546322,0,0,0.050821,0.055563
0.777778,28,0.1212224,0.0622826,0,0,0.121214,0.0749152
0.833333,28,0.185257,0.0607934,0,0,0.1852364,0.0843904
0.888889,28,0.2361394,0.059094,0,0,0.2361492,0.0898286
0.944444,28,0.2829034,0.05559,0,0,0.2828914,0.0932262
1,28,0.3249064,0.0534838,0,0,0.3248926,0.0957804
0.5,32,0.0076848,0.0246998,0,0,0.0076818,0.0226246
0.555556,32,0.0093974,0.0268378,0,0,0.0093946,0.0248016
0.611111,32,0.010659,0.0290294,0,0,0.0106488,0.0265876
0.666667,32,0.0198324,0.0375656,0,0,0.0198516,0.0353128
0.722222,32,0.0564786,0.0584758,0,0,0.0564808,0.0570524
0.777778,32,0.123803,0.0622396,0,0,0.123804,0.0722422
0.833333,32,0.1882436,0.060221,0,0,0.188231,0.0805264
0.888889,32,0.239305,0.058467,0,0,0.239341,0.0854386
0.944444,32,0.2863112,0.056361,0,0,0.2863126,0.0888696
1,32,0.328056,0.0547674,0,0,0.3280628,0.0911412
0.5,36,0.0076692,0.0244744,0,0,0.0076796,0.021988
0.555556,36,0.0089498,0.026178,0,0,0.0089554,0.0236296
0.611111,36,0.0118492,0.0298562,0,0,0.0118352,0.0269896
0.666667,36,0.020005,0.037653,0,0,0.0200228,0.0345028
0.722222,36,0.0535586,0.0545462,0,0,0.0535762,0.05285
0.777778,36,0.1261282,0.0635466,0,0,0.126115,0.0705764
0.833333,36,0.1878756,0.0606096,0,0,0.187885,0.0774496
0.888889,36,0.2391794,0.0573274,0,0,0.2391984,0.0814336
0.944444,36,0.287687,0.055826,0,0,0.2876934,0.0847576
1,36,0.3252944,0.0529772,0,0,0.3253016,0.0862418
0.5,40,0.0079944,0.024264,0,0,0.0079958,0.0215914
0.555556,40,0.0093032,0.0266162,0,0,0.009306,0.0235186
0.611111,40,0.0125268,0.0300548,0,0,0.0125202,0.026858
0.666667,40,0.0187716,0.037549,0,0,0.018774,0.0332896
0.722222,40,0.0571212,0.0565612,0,0,0.0571154,0.0533426
0.777778,40,0.1301842,0.0610866,0,0,0.1302078,0.0680038
0.833333,40,0.1877728,0.0590996,0,0,0.187734,0.0741064
0.888889,40,0.2413416,0.0566964,0,0,0.2413304,0.07829
0.944444,40,0.2867518,0.053612,0,0,0.2867114,0.0806808
1,40,0.3280944,0.0533454,0,0,0.3280834,0.082952
