essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.5,4,0.0079568,0.0268554,0.0611914,0.0870048,0.0132736,0.066548
0.555556,4,0.0140148,0.034853,0.0558504,0.0841944,0.0229922,0.086138
0.611111,4,0.0740184,0.0629732,0.216043,0.0602636,0.1256446,0.1379628
0.666667,4,0.1663632,0.089539,0.950802,0.0653028,0.2565806,0.052867
0.722222,4,0.1699522,0.0909276,0.9331518,0.0790314,0.2624852,0.0604516
0.777778,4,0.1771732,0.0994018,0.8517634,0.1246972,0.2885812,0.0935994
0.833333,4,0.4563342,0.0920416,0.907005,0.0998132,0.483602,0.0691124
0.888889,4,0.4812796,0.0883158,0.9422272,0.0723538,0.4955236,0.0458628
0.944444,4,0.4944984,0.0888118,0.9531736,0.0625746,0.4986668,0.0383388
1,4,0.495333,0.0868498,0.9572032,0.0583086,0.4998392,0.0353436
0.5,8,0.0101954,0.0297984,0.058403,0.08364,0.0166348,0.065083
0.555556,8,0.0295938,0.0473294,0.037859,0.0681272,0.0427784,0.096253
0.611111,8,0.1046598,0.0672638,0.3299602,0.0742732,0.173879,0.1221466
0.666667,8,0.1504112,0.0737294,0.6849258,0.1475632,0.262988,0.0801742
0.722222,8,0.1696994,0.0855082,0.498612,0.140457,0.3149168,0.0908488
0.777778,8,0.2993594,0.0795548,0.6928744,0.1806478,0.3650976,0.0740152
0.833333,8,0.3592492,0.0613132,0.8360412,0.1390562,0.3888872,0.0612446
0.888889,8,0.4108062,0.0691658,0.5988048,0.1632138,0.4384916,0.0819082
0.944444,8,0.4833226,0.0564332,0.890455,0.1102736,0.4884056,0.053596
1,8,0.49905,0.05206,0.9284256,0.0839826,0.4997726,0.0445796
0.5,12,0.0112356,0.031038,0.0610632,0.0849172,0.0182222,0.0644198
0.555556,12,0.0440206,0.0542026,0.0287354,0.0569654,0.0583844,0.099834
0.611111,12,0.093642,0.060521,0.617795,0.1313466,0.2021666,0.079099
0.666667,12,0.1283648,0.0717634,0.4584004,0.1218052,0.2667954,0.080317
0.722222,12,0.162411,0.0805884,0.3519212,0.1215342,0.315978,0.08278
0.777778,12,0.2084544,0.0948196,0.2950214,0.1264738,0.3547932,0.08455
0.833333,12,0.3244782,0.0831356,0.3683982,0.1457654,0.3991198,0.0805716
0.888889,12,0.4037952,0.0685526,0.4153508,0.1527904,0.4379964,0.0753166
0.944444,12,0.4511198,0.0621208,0.4821296,0.1607374,0.4642134,0.071925
1,12,0.497872,0.050413,0.8251254,0.138888,0.4984386,0.0526558
0.5,16,0.01193,0.0317704,0.0583384,0.0781002,0.018885,0.0631178
0.555556,16,0.0546368,0.0570168,0.0257832,0.0542378,0.069163,0.099526
0.611111,16,0.0858552,0.0590888,0.5037722,0.1217764,0.202291,0.0763848
0.666667,16,0.1308792,0.0690264,0.3671288,0.1170852,0.2669494,0.0761996
0.722222,16,0.158438,0.0805854,0.2653368,0.1092268,0.315324,0.0784198
0.777778,16,0.229407,0.0898454,0.2572296,0.1160018,0.3557726,0.0767748
0.833333,16,0.30865,0.085191,0.26732,0.1255016,0.3941216,0.076383
0.888889,16,0.4028596,0.06773,0.308487,0.1307624,0.4387684,0.071489
0.944444,16,0.4489596,0.0623624,0.3470506,0.1307234,0.4634144,0.069041
1,16,0.4988084,0.0565782,0.5389982,0.156342,0.4988484,0.0622452
0.5,20,0.0116766,0.0307706,0.0633556,0.0775226,0.019,0.0618952
0.555556,20,0.0599972,0.0581466,0.0254172,0.0531316,0.0753358,0.0981422
0.611111,20,0.0904262,0.0575538,0.427385,0.1203714,0.2037192,0.0741448
0.666667,20,0.1292722,0.0689728,0.3222256,0.1154848,0.261591,0.0737906
0.722222,20,0.1774668,0.0764518,0.2341346,0.1052606,0.3166386,0.07472
0.777778,20,0.220177,0.0865832,0.2147312,0.1067908,0.3531892,0.0741272
0.833333,20,0.3310228,0.0757724,0.269916,0.1231362,0.3983832,0.0701366
0.888889,20,0.4051046,0.067408,0.2654998,0.1154924,0.438975,0.067554
0.944444,20,0.4516106,0.0591914,0.378162,0.1353908,0.4651048,0.062664
1,20,0.499819,0.0582226,0.3991768,0.1387794,0.5001086,0.0629932
0.5,24,0.0133706,0.0322478,0.0618614,0.0786172,0.0207856,0.0618416
0.555556,24,0.0603406,0.0571684,0.0226786,0.049458,0.0763032,0.0954868
0.611111,24,0.0983694,0.0587588,0.317523,0.10848,0.1987382,0.079514
0.666667,24,0.1351308,0.0672778,0.2894768,0.1064858,0.2620914,0.0714242
0.722222,24,0.1793832,0.0740754,0.227301,0.1016006,0.312899,0.0712434
0.777778,24,0.2388428,0.081111,0.2000306,0.0999306,0.3546272,0.0696194
0.833333,24,0.3140648,0.0810744,0.2012022,0.1002594,0.395156,0.0687776
0.888889,24,0.4020664,0.0669724,0.2496182,0.11204,0.438138,0.0644544
0.944444,24,0.4484466,0.0611656,0.2716238,0.1181284,0.4642764,0.0627064
1,24,0.500671,0.058092,0.3614888,0.1252202,0.5000476,0.0600814
0.5,28,0.0136332,0.0316826,0.0710258,0.0775134,0.0214768,0.0612666
0.555556,28,0.0661918,0.0567836,0.0292772,0.0555824,0.083658,0.0943474
0.611111,28,0.1023542,0.058411,0.3061654,0.1075936,0.2015144,0.0764436
0.666667,28,0.1405636,0.0673684,0.2408324,0.1008684,0.2607344,0.0730056
