essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.555556,20,0.0038704,0.0184722,0.0314658,0.0594838,0.0060258,0.0240244
0.611111,20,0.0041732,0.0191046,0.0307682,0.0585002,0.0064326,0.0247202
0.666667,20,0.0045552,0.0199244,0.0306048,0.0588852,0.0069256,0.0255118
0.722222,20,0.0053906,0.0218446,0.0292324,0.0567214,0.0079616,0.0271388
0.777778,20,0.0072256,0.0250986,0.028581,0.0570326,0.0103442,0.0304158
0.833333,20,0.0136054,0.0341726,0.0259924,0.054559,0.018263,0.0390274
0.888889,20,0.0508978,0.0583566,0.0112342,0.0365886,0.0602024,0.0637444
0.944444,20,0.05704,0.0569148,0.2228506,0.3674688,0.0851386,0.0583776
1,20,0.0680022,0.0580806,0.375966,0.4155254,0.1109424,0.0533314
0.5,24,0.0036662,0.0178478,0.0315196,0.0590342,0.005784,0.0228994
0.555556,24,0.0039566,0.0184954,0.0304864,0.0581996,0.00611,0.023378
0.611111,24,0.0042104,0.019158,0.0304116,0.0577352,0.0064892,0.024058
0.666667,24,0.0046456,0.0200624,0.0297564,0.0575778,0.0070642,0.02494
0.722222,24,0.0055284,0.0219444,0.0311804,0.0596656,0.008214,0.0267016
0.777778,24,0.0073722,0.0254126,0.0286288,0.056498,0.0104962,0.029606
0.833333,24,0.0157616,0.0362212,0.0249012,0.0534768,0.0205702,0.0392844
0.888889,24,0.0568602,0.0606288,0.0101046,0.0346216,0.0665044,0.0628006
0.944444,24,0.0813558,0.0605332,0.1192206,0.2072786,0.1049538,0.0652704
1,24,0.0801756,0.0610586,0.316043,0.3861548,0.119084,0.0545418
0.5,28,0.0037826,0.0179786,0.031026,0.0588324,0.0059068,0.0224662
0.555556,28,0.0039476,0.0184272,0.031562,0.0588178,0.006179,0.023063
0.611111,28,0.004224,0.0190336,0.0300056,0.0581094,0.006477,0.0233978
0.666667,28,0.0046712,0.0201722,0.0305924,0.0583928,0.007092,0.0243824
0.722222,28,0.005521,0.0217692,0.0291402,0.057015,0.0081958,0.0259444
0.777778,28,0.0078398,0.0259872,0.0283714,0.0565764,0.0110632,0.0294262
0.833333,28,0.0166654,0.0372792,0.0240432,0.0524042,0.021524,0.0387634
0.888889,28,0.0605424,0.0615098,0.0097724,0.0339156,0.0700644,0.0612856
0.944444,28,0.0903404,0.0628714,0.0842936,0.1627086,0.1122584,0.0653054
1,28,0.090888,0.0615368,0.2641546,0.3559692,0.126511,0.0548664
0.5,32,0.0037338,0.0179396,0.0310436,0.0583344,0.005865,0.0220546
0.555556,32,0.0039622,0.0184434,0.0310288,0.0578888,0.00616,0.0225752
0.611111,32,0.0042522,0.01904,0.0305504,0.0586236,0.0065552,0.023076
0.666667,32,0.0048122,0.0202698,0.030437,0.0576622,0.007302,0.0242194
0.722222,32,0.0056392,0.0219522,0.0292926,0.055908,0.0083762,0.0257122
0.777778,32,0.0079634,0.0260156,0.029225,0.0563736,0.0112858,0.0291188
0.833333,32,0.0183384,0.0386572,0.0219304,0.0496336,0.0232402,0.0388016
0.888889,32,0.0632458,0.0611726,0.0097252,0.0341092,0.073379,0.0598744
0.944444,32,0.10306,0.0641326,0.0449586,0.0948166,0.1223676,0.0666918
1,32,0.0963158,0.0625014,0.2205788,0.3011466,0.1332474,0.0549466
0.5,36,0.0035984,0.0174634,0.0326278,0.0590082,0.0058224,0.0218364
0.555556,36,0.0038376,0.0181946,0.0316264,0.058444,0.0060696,0.0221194
0.611111,36,0.004297,0.0190806,0.0303342,0.0568962,0.0066496,0.0229302
0.666667,36,0.0049048,0.0202886,0.0290496,0.0561498,0.007392,0.023845
0.722222,36,0.0056128,0.0217526,0.0304232,0.0574892,0.008468,0.0254362
0.777778,36,0.0083908,0.0266054,0.027297,0.0540414,0.0117112,0.0289094
0.833333,36,0.0187072,0.0387534,0.021602,0.0493522,0.0237854,0.038296
0.888889,36,0.065776,0.0620256,0.0099644,0.034713,0.075621,0.0586984
0.944444,36,0.1033794,0.0636974,0.0410706,0.0899342,0.1234472,0.064202
1,36,0.0871136,0.060228,0.2163092,0.2546704,0.130743,0.0508568
0.5,40,0.0037146,0.017693,0.0319656,0.0578472,0.0058898,0.0215206
0.555556,40,0.0039464,0.0181722,0.0316396,0.0580376,0.0061826,0.0219138
0.611111,40,0.004308,0.0190136,0.0311278,0.0576952,0.0066302,0.0225002
0.666667,40,0.0048356,0.020181,0.0300634,0.0566194,0.0073662,0.0235562
0.722222,40,0.005813,0.0220906,0.0289608,0.0560686,0.008582,0.0250168
0.777778,40,0.0083874,0.0265254,0.0282692,0.0551108,0.0118188,0.0286656
0.833333,40,0.0194074,0.039541,0.0215596,0.049152,0.0244626,0.0379672
0.888889,40,0.0670722,0.0620692,0.0093888,0.03339,0.0774004,0.0575312
0.944444,40,0.1094094,0.0640462,0.0249688,0.0641188,0.1288102,0.0635042
1,40,0.098008,0.0607394,0.1934862,0.2466922,0.1361966,0.051398
