essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.5,4,0.0034432,0.0175788,0.0312572,0.0603316,0.0049006,0.0347464
0.555556,4,0.0034306,0.0175884,0.031271,0.0603624,0.0048844,0.0346898
0.611111,4,0.0034362,0.0175592,0.0311676,0.0602932,0.004887,0.0346984
0.666667,4,0.0034376,0.0175746,0.0310626,0.0600808,0.0048852,0.034691
0.722222,4,0.0034246,0.017534,0.0311998,0.0602992,0.0048782,0.0346678
0.777778,4,0.0034404,0.017565,0.0314908,0.0608824,0.004895,0.034724
0.833333,4,0.0034338,0.0175694,0.0310858,0.06013,0.0048912,0.0347148
0.888889,4,0.0034314,0.0175428,0.031187,0.0600484,0.004887,0.0346958
0.944444,4,0.003431,0.017561,0.0314674,0.0604522,0.0048988,0.0347272
1,4,0.002958,0.0142404,0.0613758,0.04938,0.0056658,0.034048
0.5,8,0.0036388,0.0180168,0.0310108,0.059881,0.0054732,0.0282366
0.555556,8,0.0037208,0.0182134,0.0310312,0.0598494,0.0056018,0.0285634
0.611111,8,0.003906,0.0186586,0.0305854,0.0597108,0.0058422,0.0291486
0.666667,8,0.004087,0.0191184,0.0305114,0.0593026,0.0061022,0.0297812
0.722222,8,0.00444,0.019927,0.0301856,0.059304,0.0066046,0.030947
0.777778,8,0.0050438,0.0212056,0.0299836,0.0590174,0.0074512,0.0328186
0.833333,8,0.0065542,0.0240972,0.028898,0.058227,0.0095266,0.036955
0.888889,8,0.0130142,0.0335106,0.0253702,0.0550148,0.0181224,0.0502922
0.944444,8,0.023035,0.0402186,0.1499766,0.2935938,0.065647,0.071844
1,8,0.025494,0.0413862,0.3561256,0.457747,0.0995288,0.0561452
0.5,12,0.003672,0.0180834,0.0304762,0.0590844,0.005632,0.0256702
0.555556,12,0.003801,0.0183764,0.0308952,0.059464,0.0058358,0.0261274
0.611111,12,0.0040554,0.0189596,0.0304928,0.0592436,0.0061668,0.0267874
0.666667,12,0.004378,0.0196936,0.0301168,0.058975,0.0065924,0.0276498
0.722222,12,0.004884,0.020775,0.0302938,0.0590302,0.0073338,0.0290896
0.777778,12,0.0060456,0.0231406,0.0290442,0.0579108,0.0088318,0.0317056
0.833333,12,0.009461,0.0287152,0.0272306,0.0561596,0.0132364,0.0382428
0.888889,12,0.0292596,0.0479956,0.0179628,0.0461598,0.0372602,0.0611852
0.944444,12,0.0209188,0.0352656,0.2823728,0.4275566,0.0649142,0.0482634
1,12,0.0429758,0.0464654,0.4180212,0.4786348,0.090873,0.0504244
0.5,16,0.0036976,0.0180638,0.0309946,0.0591342,0.0057234,0.0243686
0.555556,16,0.0038686,0.01852,0.0307806,0.0595476,0.005951,0.0247954
0.611111,16,0.0040908,0.0190172,0.0312338,0.0598742,0.006286,0.0254552
0.666667,16,0.0045908,0.0200704,0.029851,0.0585348,0.0069262,0.0265334
0.722222,16,0.0052112,0.021399,0.0299648,0.0580888,0.0077846,0.0280614
0.777778,16,0.0065946,0.0241074,0.0301226,0.059034,0.009609,0.0308878
0.833333,16,0.0118822,0.0320052,0.0259986,0.0547148,0.0161526,0.03886
0.888889,16,0.042563,0.0550268,0.013438,0.0402596,0.0514978,0.064093
0.944444,16,0.0377978,0.048178,0.2744034,0.4263906,0.0699546,0.0517428
1,16,0.0494788,0.0497252,0.4619932,0.4665966,0.0982084,0.0506942
0.5,20,0.0036928,0.0179778,0.0312984,0.0593382,0.0057734,0.0235296
