T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.000291	0.000581	0.000309	0.000364	0.000281	0.000150	0.000128	0.000370	0.000602	0.000693
20	0.000917	0.000614	0.001117	0.000992	0.000814	0.000342	0.000698	0.000942	0.001116	0.000571
30	0.001855	0.001137	0.001477	0.001066	0.001615	0.000593	0.001352	0.001690	0.001451	0.000591
40	0.002533	0.001621	0.002480	0.001145	0.002280	0.001163	0.001148	0.002334	0.001448	0.000664
50	0.003351	0.001954	0.002129	0.001615	0.003169	0.001510	0.001435	0.002567	0.002013	0.000981
60	0.003836	0.002573	0.001948	0.002782	0.003855	0.002886	0.002185	0.003617	0.001791	0.000961
70	0.003805	0.001989	0.002221	0.003362	0.006010	0.003738	0.002954	0.003771	0.001539	0.001373
80	0.003767	0.002891	0.002077	0.003952	0.005905	0.004663	0.003194	0.004791	0.001630	0.001423
90	0.004019	0.002964	0.003284	0.003300	0.007672	0.005016	0.003006	0.004473	0.002519	0.001684
100	0.004543	0.003507	0.004123	0.003054	0.007323	0.005899	0.003410	0.004588	0.003400	0.002079
110	0.004994	0.005080	0.004485	0.003505	0.008038	0.006535	0.004303	0.007199	0.003322	0.002539
120	0.005610	0.005933	0.005361	0.004302	0.007674	0.005803	0.004617	0.007217	0.003756	0.003476
130	0.006246	0.007617	0.007048	0.005302	0.008587	0.006152	0.003903	0.007185	0.004661	0.002322
140	0.006104	0.007358	0.007814	0.006201	0.007025	0.007492	0.003891	0.008291	0.006879	0.002557
150	0.007336	0.010046	0.007852	0.006300	0.007318	0.008846	0.004512	0.007892	0.006558	0.003056
160	0.007192	0.010876	0.009119	0.006007	0.009748	0.008893	0.005318	0.010171	0.007202	0.003572
170	0.008081	0.013891	0.008858	0.007572	0.010405	0.008973	0.005346	0.011329	0.007069	0.003274
180	0.008792	0.014147	0.008941	0.008112	0.011673	0.009756	0.005505	0.013151	0.009115	0.004076
190	0.009383	0.015318	0.010064	0.009078	0.011547	0.010470	0.005728	0.014568	0.009783	0.005158
200	0.011491	0.017135	0.009712	0.009724	0.013161	0.009672	0.005496	0.013741	0.010471	0.005282
210	0.011148	0.016861	0.008940	0.008939	0.013167	0.010512	0.006061	0.014487	0.010633	0.005914
220	0.013796	0.017718	0.009595	0.008184	0.011428	0.011383	0.005959	0.013479	0.010687	0.005919
