T	p_1	p_2	p_3	p_4	p_5	p_6	p_7	p_8	p_9	p_10
10	0.499641	0.499881	0.500421	0.499882	0.499702	0.499670	0.500255	0.499661	0.499630	0.500307
20	0.499231	0.499655	0.500314	0.499630	0.499399	0.499789	0.500411	0.499213	0.499298	0.500361
30	0.499012	0.500212	0.500392	0.499526	0.499131	0.500230	0.500595	0.499000	0.499285	0.500706
40	0.498267	0.499768	0.500328	0.499215	0.499487	0.500944	0.500199	0.499052	0.498956	0.499778
50	0.497643	0.499742	0.499951	0.499320	0.499350	0.500189	0.499987	0.499291	0.499202	0.498587
60	0.498299	0.498559	0.500428	0.500389	0.498272	0.499633	0.500027	0.499737	0.498157	0.497540
70	0.497971	0.497314	0.499852	0.499443	0.498526	0.498869	0.499441	0.499870	0.497169	0.495290
80	0.496625	0.498302	0.499657	0.499495	0.497808	0.499003	0.499094	0.499696	0.495486	0.494028
90	0.497159	0.498254	0.500085	0.497923	0.497644	0.498392	0.498125	0.499432	0.496129	0.493906
100	0.497341	0.499054	0.500806	0.497221	0.497681	0.499024	0.498049	0.499038	0.495801	0.494749
110	0.497051	0.498003	0.500612	0.497820	0.497063	0.498771	0.497997	0.499342	0.495125	0.493028
120	0.495743	0.498213	0.499975	0.497339	0.497518	0.498038	0.496793	0.498577	0.493883	0.491972
130	0.495087	0.497729	0.499282	0.497577	0.496174	0.497036	0.496680	0.497574	0.494185	0.489748
140	0.493308	0.496420	0.499324	0.495986	0.495355	0.497215	0.495473	0.497483	0.493529	0.488175
150	0.492947	0.497017	0.498629	0.495610	0.495920	0.497480	0.493472	0.497875	0.493005	0.487043
160	0.495095	0.496423	0.497330	0.496401	0.494172	0.497626	0.491080	0.498153	0.494284	0.486551
170	0.492128	0.495869	0.496129	0.496696	0.494627	0.496573	0.490975	0.497448	0.493188	0.486924
180	0.494025	0.496115	0.494877	0.498917	0.493706	0.496731	0.490840	0.496875	0.492348	0.484495
190	0.493873	0.495675	0.494116	0.496235	0.491869	0.495307	0.490123	0.497312	0.491656	0.483541
200	0.494008	0.495303	0.493478	0.495012	0.490701	0.492932	0.488990	0.497522	0.491467	0.481628
210	0.493439	0.494689	0.494467	0.495692	0.490488	0.491439	0.487643	0.498301	0.491105	0.478879
220	0.491640	0.492491	0.494931	0.493261	0.489191	0.493195	0.489671	0.497891	0.489263	0.481222
230	0.490815	0.491984	0.495492	0.493923	0.488000	0.494153	0.487929	0.496410	0.487329	0.479268
240	0.491960	0.492131	0.494884	0.491724	0.486994	0.493628	0.484437	0.496109	0.488734	0.478152
250	0.490474	0.492182	0.493480	0.490388	0.487368	0.493259	0.484057	0.495338	0.485689	0.477897
260	0.489625	0.491541	0.493787	0.488596	0.486412	0.492345	0.484252	0.494204	0.482732	0.477342
270	0.488840	0.488660	0.493048	0.489137	0.484792	0.492597	0.483618	0.494134	0.481042	0.475319
280	0.487610	0.489743	0.491543	0.488937	0.484447	0.493090	0.482190	0.494650	0.480881	0.472723
290	0.487754	0.488334	0.493113	0.486904	0.483240	0.492268	0.480652	0.493720	0.477660	0.472331
300	0.487862	0.486168	0.490591	0.483751	0.482905	0.492202	0.482483	0.492245	0.475801	0.469389
310	0.487615	0.487019	0.490023	0.483920	0.484126	0.491498	0.481059	0.490350	0.476737	0.466265
320	0.486454	0.485406	0.488199	0.485143	0.481637	0.490462	0.480843	0.490308	0.477526	0.465982
330	0.487735	0.483313	0.488977	0.483579	0.483238	0.489056	0.478126	0.488458	0.475512	0.464214
340	0.489136	0.482903	0.486808	0.485044	0.480566	0.488106	0.478230	0.488121	0.475537	0.465023
350	0.486905	0.480470	0.484576	0.483178	0.482047	0.486682	0.478399	0.484848	0.474428	0.464746
360	0.486404	0.481109	0.484608	0.481278	0.479928	0.487580	0.478227	0.483202	0.474879	0.461462
370	0.484595	0.481525	0.480737	0.479296	0.478637	0.483351	0.478937	0.481872	0.474330	0.463696
380	0.484050	0.481364	0.478763	0.477141	0.474285	0.481181	0.475948	0.480314	0.472286	0.461512
390	0.483410	0.479685	0.477123	0.476202	0.473901	0.480340	0.475608	0.481143	0.470645	0.455602
400	0.481824	0.476475	0.472654	0.474835	0.472627	0.481413	0.475213	0.480611	0.469148	0.452093
410	0.479807	0.472803	0.469927	0.474016	0.473858	0.479039	0.472097	0.477373	0.472238	0.450656
420	0.479802	0.470734	0.467025	0.472348	0.474848	0.477817	0.468796	0.476752	0.467415	0.450162
430	0.477125	0.469234	0.466411	0.469635	0.473999	0.474190	0.465950	0.474389	0.467387	0.445523
440	0.476715	0.469998	0.465260	0.466779	0.470942	0.471482	0.463857	0.473375	0.467198	0.447974
450	0.474977	0.468578	0.462732	0.463775	0.469996	0.471195	0.462758	0.470065	0.465675	0.446240
460	0.475295	0.467831	0.462905	0.463025	0.468353	0.469564	0.463119	0.468449	0.466187	0.444065
470	0.472121	0.467878	0.463329	0.462767	0.463226	0.467305	0.461094	0.468286	0.463611	0.441894
480	0.466947	0.466016	0.463925	0.461460	0.461709	0.465100	0.459171	0.468329	0.459971	0.437438
490	0.461743	0.463448	0.460360	0.459563	0.458015	0.460830	0.457038	0.466044	0.457011	0.437077
500	0.464271	0.464617	0.457434	0.457767	0.456461	0.456304	0.453549	0.463809	0.455179	0.437320
510	0.463144	0.471167	0.453260	0.459461	0.453878	0.455116	0.450022	0.461728	0.454670	0.437789
520	0.462340	0.468087	0.451902	0.455053	0.453596	0.452623	0.450219	0.459420	0.453425	0.436346
530	0.461642	0.464038	0.447765	0.454849	0.451393	0.449255	0.447044	0.455836	0.453161	0.436352
540	0.461174	0.461594	0.446839	0.453329	0.451902	0.447030	0.444465	0.455362	0.448403	0.435151
550	0.453830	0.465245	0.441935	0.454786	0.447455	0.443173	0.442562	0.452814	0.453143	0.432218
560	0.448966	0.461166	0.442849	0.451026	0.448250	0.439014	0.441870	0.450077	0.452355	0.433089
570	0.447034	0.463564	0.443197	0.451537	0.450611	0.436647	0.440929	0.448544	0.452615	0.433581
580	0.446946	0.457578	0.438753	0.449808	0.450297	0.440272	0.438426	0.443454	0.450462	0.431973
590	0.444775	0.455611	0.436695	0.446918	0.453694	0.436288	0.431690	0.440761	0.447577	0.431562
600	0.444283	0.454079	0.436648	0.445975	0.449995	0.434478	0.430658	0.441519	0.447976	0.432281
610	0.441906	0.451515	0.437663	0.442171	0.450753	0.433285	0.428888	0.438660	0.446791	0.429174
620	0.438133	0.450629	0.434305	0.439648	0.449819	0.429998	0.428718	0.437641	0.444309	0.426415
630	0.436972	0.443102	0.431194	0.437723	0.449446	0.430251	0.427151	0.439415	0.442591	0.425811
640	0.437770	0.442311	0.430796	0.436064	0.449774	0.428554	0.427913	0.440670	0.440854	0.425597
